student_token,resource_id,resource_type,resource_title,resource_url,major,related_courses,interaction_source,user_id,item_id,rating
stu_2347159e3dc2afc5,TIKI_209379477,tiki_book,Combo 2Q Quản Trị Nhân Sự: Kỹ Năng Quản Lý Nhân Sự Chuyên Nghiệp + Cẩm Nang Quản Lý - Quản Trị Những Thách Thức Trong Quản Lý - Harvard Business Review,https://tiki.vn/combo-2q-quan-tri-nhan-su-ky-nang-quan-ly-nhan-su-chuyen-nghiep-cam-nang-quan-ly-quan-tri-nhung-thach-thuc-trong-quan-ly-harvard-business-review-p209379477.html?spid=209379478,Quản trị kinh doanh,Quản trị nhân sự,proxy_from_tiki_match_rating_review_sales,121,195,7.029033
stu_2347159e3dc2afc5,TIKI_279371862,tiki_book,- Quản Trị Tài Chính,https://tiki.vn/sach-quan-tri-tai-chinh-p279371862.html?spid=279371863,Quản trị kinh doanh,Quản trị tài chính,proxy_from_tiki_match_rating_review_sales,121,200,5.8775
stu_235a25e3735e0478,REPO_UEH_63028,ueh_repository,Giải pháp phát triển quỹ đầu tư phát triển tỉnh Bà Rịa - Vũng Tàu,https://digital.lib.ueh.edu.vn/handle/UEH/63028,Thị trường chứng khoán,Quản lý quỹ đầu tư,proxy_from_repo_match_year_views,122,157,3.70005
stu_235a25e3735e0478,TIKI_207201346,tiki_book,Pháp luật điều chỉnh hoạt động kinh doanh dịch vụ của công ty chứng khoán,https://tiki.vn/phap-luat-dieu-chinh-hoat-dong-kinh-doanh-dich-vu-cua-cong-ty-chung-khoan-p207201346.html?spid=276756959,Thị trường chứng khoán,Pháp luật chứng khoán,proxy_from_tiki_match_rating_review_sales,122,21,1.913633
stu_23639d48abc169e5,REPO_UEH_61149,ueh_repository,Áp dụng mô hình tam giác gian lận trong vấn đề đạo đức nghề nghiệp của kiểm toán viên Nhà nước,https://digital.lib.ueh.edu.vn/handle/UEH/61149,Thị trường chứng khoán,Đạo đức nghề nghiệp chứng khoán,proxy_from_repo_match_year_views,123,8,4.9188
stu_23639d48abc169e5,TIKI_77339644,tiki_book,Phân tích kỹ thuật trong thị trường tài chính,https://tiki.vn/phan-tich-ky-thuat-trong-thi-truong-tai-chinh-p77339644.html?spid=84882958,Thị trường chứng khoán,Phân tích kỹ thuật,proxy_from_tiki_match_rating_review_sales,123,18,10.0
stu_2386230909df6044,REPO_UEH_62541,ueh_repository,Xây dựng thị trường chứng khoán phi tập trung dựa trên công nghệ Blockchain,https://digital.lib.ueh.edu.vn/handle/UEH/62541,Công nghệ Tài chính,Công nghệ Blockchain,proxy_from_repo_match_year_views,124,130,7.1343
stu_2386230909df6044,TIKI_279106463,tiki_book,Ngân hàng số - Nguyễn Quang Lộc - TH189,https://tiki.vn/ngan-hang-so-nguyen-quang-loc-th189-p279106463.html?spid=279106464,Công nghệ Tài chính,Fintech và ngân hàng số,proxy_from_tiki_match_rating_review_sales,124,44,1.7826502
stu_23b2b6f67b92cc3b,REPO_UEH_63472,ueh_repository,Hoàn thiện hệ thống thông tin kế toán nhằm đáp ứng yêu cầu quản lý tại Trường Cao đẳng Nghề Thành phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/63472,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,proxy_from_repo_match_year_views,1511,27,3.72345
stu_23b2b6f67b92cc3b,TIKI_278641815,tiki_book,Combo Quản Lý Công Nghệ Thông Tin Trong Y Tế + Hệ Thống Thông Tin Y Tế,https://tiki.vn/combo-quan-ly-cong-nghe-thong-tin-trong-y-te-he-thong-thong-tin-y-te-p278641815.html?spid=278641829,Hệ thống thông tin quản lý,An ninh thông tin quản lý; Hệ thống thông tin quản lý; Kiểm toán hệ thống thông tin,proxy_from_tiki_match_rating_review_sales,1511,220,1.76585
stu_23d616ca323c2b10,REPO_UEH_61148,ueh_repository,Thực trạng thực thi pháp luật về quy hoạch đô thị trên địa bàn tỉnh Cà Mau,https://digital.lib.ueh.edu.vn/handle/UEH/61148,Kiến trúc và thiết kế đô thị thông minh,Quy hoạch đô thị,proxy_from_repo_match_year_views,125,180,9.2
stu_23e9db8579850ff3,REPO_UEH_63172,ueh_repository,Giải pháp thu hút khách hàng tiềm năng nhằm gia tăng nguồn thu ngân sách nhà nước tại Cục Hải quan tỉnh Bà Rịa – Vũng Tàu,https://digital.lib.ueh.edu.vn/handle/UEH/63172,Quản trị Hải quan - Ngoại thương,Luật hải quan; Nghiệp vụ hải quan,proxy_from_repo_match_year_views,1835,109,2.0323
stu_23e9db8579850ff3,REPO_UEH_63707,ueh_repository,Hoàn thiện công tác lập dự toán ngân sách tại Công Ty TNHH Thương Mại Dịch Vụ Xuất Nhập Khẩu Song Kê,https://digital.lib.ueh.edu.vn/handle/UEH/63707,Quản trị Hải quan - Ngoại thương,Thuế xuất nhập khẩu; Thủ tục xuất nhập khẩu,proxy_from_repo_match_year_views,1835,42,2.24875
stu_23e9db8579850ff3,TIKI_447075,tiki_book,Soạn Thảo Và Dịch Hợp Đồng Thương Mại Quốc Tế (Tái Bản),https://tiki.vn/sach-soan-thao-va-dich-hop-dong-thuong-mai-quoc-te-tai-ban-p447075.html?spid=153807,Quản trị Hải quan - Ngoại thương,Thương mại quốc tế,proxy_from_tiki_match_rating_review_sales,1835,41,9.339075
stu_2400e12035e234e0,REPO_UEH_62706,ueh_repository,Xây dựng các chiến lược phát triển kinh doanh giai đoạn 2020 - 2025 của Công ty Cổ phần Đầu tư Bất động sản Hưng Lộc Phát,https://digital.lib.ueh.edu.vn/handle/UEH/62706,Bất động sản,Đầu tư bất động sản,proxy_from_repo_match_year_views,1512,143,7.52885
stu_2400e12035e234e0,REPO_UEH_62960,ueh_repository,Nâng cao quản trị rủi ro các dự án đầu tư tại Ban quản lý dự án hạ tầng II – Tổng công ty Hạ tầng mạng (VNPT NET),https://digital.lib.ueh.edu.vn/handle/UEH/62960,Bất động sản,Quản lý dự án BĐS,proxy_from_repo_match_year_views,1512,4,4.15895
stu_2400e12035e234e0,TIKI_273587041,tiki_book,Luật Kinh doanh bất động sản (Hiện hành),https://tiki.vn/luat-kinh-doanh-bat-dong-san-hien-hanh-sua-doi-bo-sung-nam-2020-p273587041.html?spid=273587042,Bất động sản,Luật kinh doanh bất động sản,proxy_from_tiki_match_rating_review_sales,1512,147,8.482887
stu_24135733bd6afdac,REPO_UEH_63105,ueh_repository,Hoàn thiện hệ thống thông tin kế toán tại Công ty TNHH MTV Dịch vụ Công ích Quận 4,https://digital.lib.ueh.edu.vn/handle/UEH/63105,Hệ thống thông tin quản lý,Kiểm toán hệ thống thông tin,proxy_from_repo_match_year_views,1513,26,1.75215
stu_24135733bd6afdac,TIKI_278159885,tiki_book,Thiết Kế Hệ Thống Học Máy,https://tiki.vn/sach-thiet-ke-he-thong-hoc-may-p278159885.html?spid=278159887,Hệ thống thông tin quản lý,Phân tích và thiết kế hệ thống,proxy_from_tiki_match_rating_review_sales,1513,219,6.2810264
stu_241581403ea646c1,REPO_UEH_61081,ueh_repository,Đáp ứng kỳ vọng của nhà đầu tư thông qua hoạt động thuê tài sản tại Công ty Cổ phần Đầu tư Xây dựng Nam Nguyên,https://digital.lib.ueh.edu.vn/handle/UEH/61081,Đầu tư tài chính,Định giá tài sản tài chính,proxy_from_repo_match_year_views,1002,58,2.28125
stu_241581403ea646c1,TIKI_277413581,tiki_book,Định Giá Doanh Nghiệp Và Tài Sản - Ứng Dụng Trong Đầu Tư Tài Chính,https://tiki.vn/dinh-gia-doanh-nghiep-va-tai-san-ung-dung-trong-dau-tu-tai-chinh-p277413581.html?spid=277413582,Đầu tư tài chính,Định giá tài sản tài chính,proxy_from_tiki_match_rating_review_sales,1002,16,5.1053715
stu_241581403ea646c1,TIKI_279292266,tiki_book,"Hướng Dẫn Chế Độ Kế Toán Hành Chính, Sự Nghiệp Và Lập Báo Cáo Tài Chính Hợp Nhất Của Đơn Vị Kế Toán Cấp Trên (V2683T)",https://tiki.vn/sach-huong-dan-che-do-ke-toan-hanh-chinh-su-nghiep-va-lap-bao-cao-tai-chinh-hop-nhat-cua-don-vi-ke-toan-cap-tren-v2683t-p279292266.html?spid=279292267,Đầu tư tài chính,Tài chính hành vi,proxy_from_tiki_match_rating_review_sales,1002,24,1.38305
stu_241581403ea646c1,TIKI_77339644,tiki_book,Phân tích kỹ thuật trong thị trường tài chính,https://tiki.vn/phan-tich-ky-thuat-trong-thi-truong-tai-chinh-p77339644.html?spid=84882958,Đầu tư tài chính,Phân tích kỹ thuật,proxy_from_tiki_match_rating_review_sales,1002,18,10.0
stu_2425ea448d36da22,TIKI_197857892,tiki_book,Tài Chính Quốc Tế,https://tiki.vn/tai-chinh-quoc-te-p197857892.html?spid=197857893,Kinh doanh quốc tế,Tài chính quốc tế,proxy_from_tiki_match_rating_review_sales,1836,20,7.148216
stu_246eb88ed0025b22,REPO_UEH_61136,ueh_repository,Nghiên cứu xây dựng hệ thống lưu trữ và truy xuất thông tin bất động sản dựa vào công nghệ Blockchain và Smart contract,https://digital.lib.ueh.edu.vn/handle/UEH/61136,Kiến trúc và thiết kế đô thị thông minh,Công nghệ BIM,proxy_from_repo_match_year_views,126,179,2.19025
stu_246eb88ed0025b22,TIKI_275873742,tiki_book,"Tây Ban Nha Ấn Tượng Kiến Trúc Xưa Và Nay (In màu) - Đặng Thái Hoàng, Bùi Phương Nga",https://tiki.vn/tay-ban-nha-an-tuong-kien-truc-xua-va-nay-in-mau-dang-thai-hoang-bui-phuong-nga-p275873742.html?spid=275873743,Kiến trúc và thiết kế đô thị thông minh,Kiến trúc bền vững,proxy_from_tiki_match_rating_review_sales,126,197,3.2954051
stu_24815bd625fbd350,REPO_UEH_61861,ueh_repository,Stable and finite Morse index solutions of a nonlinear Schrödinger system,https://digital.lib.ueh.edu.vn/handle/UEH/61861,Công nghệ nghệ thuật - ArtTech,Thiết kế UX/UI,proxy_from_repo_match_year_views,128,152,1.44275
stu_24815bd625fbd350,REPO_UEH_62804,ueh_repository,Ảnh hưởng thương hiệu người nổi tiếng trực tuyến lên động lực tham gia của khách hàng: hành vi tương tác ảo và dự định mua hàng,https://digital.lib.ueh.edu.vn/handle/UEH/62804,Công nghệ nghệ thuật - ArtTech,Nghệ thuật tương tác,proxy_from_repo_match_year_views,128,155,2.11095
stu_24be25dff626c2c3,REPO_UEH_63172,ueh_repository,Giải pháp thu hút khách hàng tiềm năng nhằm gia tăng nguồn thu ngân sách nhà nước tại Cục Hải quan tỉnh Bà Rịa – Vũng Tàu,https://digital.lib.ueh.edu.vn/handle/UEH/63172,Quản trị Hải quan - Ngoại thương,Luật hải quan; Nghiệp vụ hải quan,proxy_from_repo_match_year_views,1837,109,2.0323
stu_24be25dff626c2c3,TIKI_252989968,tiki_book,"Kinh doanh sành luật (Áp dụng Luật doanh nghiệp năm 2020, sửa đổi, bổ sung năm 2022 và quy định liên quan)(Xuất bản lần thứ hai, có sửa chữa, bổ sung)",https://tiki.vn/kinh-doanh-sanh-luat-ap-dung-luat-doanh-nghiep-nam-2020-sua-doi-bo-sung-nam-2022-va-quy-dinh-lien-quan-xuat-ban-lan-thu-hai-co-sua-chua-bo-sung-p252989968.html?spid=252989969,Quản trị Hải quan - Ngoại thương,Luật hải quan,proxy_from_tiki_match_rating_review_sales,1837,117,1.1204503
stu_24be25dff626c2c3,TIKI_271979223,tiki_book,"Nghiệp Vụ Quản Lý Thu Chi Thường Xuyên Giao Tự Chủ và Thực Hiện Mua Sắm Trang Thiết Bị, Bảo Trì, Sửa chữa Cơ Sở Vật Chất Trong Trường Học - V2266T",https://tiki.vn/sach-nghiep-vu-quan-ly-thu-chi-thuong-xuyen-giao-tu-chu-va-thuc-hien-mua-sam-trang-thiet-bi-bao-tri-sua-chua-co-so-vat-chat-trong-truong-hoc-v2266t-p271979223.html?spid=271979224,Quản trị Hải quan - Ngoại thương,Nghiệp vụ hải quan,proxy_from_tiki_match_rating_review_sales,1837,118,1.5105665
stu_24be25dff626c2c3,TIKI_273744608,tiki_book,Quản lý chuỗi cung ứng thực phẩm và logistics,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609,Quản trị Hải quan - Ngoại thương,Quản lý chuỗi cung ứng toàn cầu,proxy_from_tiki_match_rating_review_sales,1837,17,5.9154506
stu_24c517b4b1106d22,REPO_UEH_63184,ueh_repository,Xử lý hành vi xâm phạm quyền sở hữu công nghiệp đối với nhãn hiệu - Từ góc độ bảo vệ quyền lợi người tiêu dùng,https://digital.lib.ueh.edu.vn/handle/UEH/63184,Công nghệ Marketing,Hành vi người tiêu dùng,proxy_from_repo_match_year_views,1003,39,5.3673
stu_24c517b4b1106d22,TIKI_277004498,tiki_book,- Phân Tích Dữ Liệu Marketing,https://tiki.vn/sach-phan-tich-du-lieu-marketing-p277004498.html?spid=277004499,Công nghệ Marketing,Phân tích dữ liệu Marketing,proxy_from_tiki_match_rating_review_sales,1003,285,8.125272
stu_24e80726aeaca0bd,REPO_UEH_63620,ueh_repository,"Đặc điểm quá tự tin, thù lao giám đốc điều hành và hiệu quả hoạt động của các doanh nghiệp niêm yết trên thị trường chứng khoán Việt Nam",https://digital.lib.ueh.edu.vn/handle/UEH/63620,Khoa học máy tính,Hệ điều hành,proxy_from_repo_match_year_views,129,269,3.5408
stu_24e80726aeaca0bd,TIKI_182480871,tiki_book,The Experience Economy: Nền Kinh Tế Trải Nghiệm - Biến Dịch Vụ Của Bạn Thành Trải Nghiệm Khách Hàng,https://tiki.vn/the-experience-economy-nen-kinh-te-trai-nghiem-bien-dich-vu-cua-ban-thanh-trai-nghiem-khach-hang-p182480871.html?spid=258929164,Khoa học máy tính,Trình biên dịch,proxy_from_tiki_match_rating_review_sales,129,279,2.7424
stu_2510c64d9077b90f,REPO_UEH_63932,ueh_repository,"Ảnh hưởng của một số tính cách đến dự định đầu tư cổ phiếu của các nhà đầu tư cá nhân trên thị trường chứng khoán Việt Nam: Vai trò trung gian của nhận thức rủi ro, nhận thức không chắc chắn và kết quả đầu tư",https://digital.lib.ueh.edu.vn/handle/UEH/63932,Kinh tế đầu tư,Rủi ro trong đầu tư,proxy_from_repo_match_year_views,130,114,2.25525
stu_2510c64d9077b90f,TIKI_196193408,tiki_book,TRIẾT LÝ ĐẦU TƯ CỦA WARREN BUFFETT - Glen Arnold (tác giả bán chạy số 1 với The financial guide to investing) – 1980books – bìa mềm,https://tiki.vn/triet-ly-dau-tu-cua-warren-buffett-glen-arnold-tac-gia-ban-chay-so-1-voi-the-financial-guide-to-investing-1980books-bia-mem-p196193408.html?spid=277074546,Kinh tế đầu tư,Quản lý đầu tư,proxy_from_tiki_match_rating_review_sales,130,115,3.167
stu_25398a4f200ff182,REPO_UEH_63165,ueh_repository,Phân tích hành vi khách hàng trong lĩnh vực bán lẻ với mô hình RFM tiếp cận bằng kỹ thuật học máy không giám sát,https://digital.lib.ueh.edu.vn/handle/UEH/63165,Đầu tư tài chính,Phân tích kỹ thuật,proxy_from_repo_match_year_views,1004,10,3.93405
stu_25398a4f200ff182,TIKI_77339644,tiki_book,Phân tích kỹ thuật trong thị trường tài chính,https://tiki.vn/phan-tich-ky-thuat-trong-thi-truong-tai-chinh-p77339644.html?spid=84882958,Đầu tư tài chính,Phân tích kỹ thuật,proxy_from_tiki_match_rating_review_sales,1004,18,10.0
stu_256937fec450dde7,TIKI_272581988,tiki_book,Hướng dẫn của Determann về pháp luật bảo vệ dữ liệu cá nhân - Hoạt động tuân thủ của Doanh nghiệp trên phạm vi quốc tế,https://tiki.vn/huong-dan-cua-determann-ve-phap-luat-bao-ve-du-lieu-ca-nhan-hoat-dong-tuan-thu-cua-doanh-nghiep-tren-pham-vi-quoc-te-p272581988.html?spid=272887528,Luật kinh doanh quốc tế,Công pháp quốc tế,proxy_from_tiki_match_rating_review_sales,1514,283,3.7032044
stu_256937fec450dde7,TIKI_277967579,tiki_book,Luật Sở hữu trí tuệ (Hiện hành) - Nhà xuất bản Chính trị quốc gia Sự thật,https://tiki.vn/luat-so-huu-tri-tue-hien-hanh-sua-doi-bo-sung-nam-2009-2019-2022-p277967579.html?spid=273678695,Luật kinh doanh quốc tế,Luật sở hữu trí tuệ,proxy_from_tiki_match_rating_review_sales,1514,286,9.431345
stu_259bb9c3a79e5f25,TIKI_271997519,tiki_book,Giáo Trình Mạng Máy Tính Và Truyền Thông - TS. Phan Thanh Đức,https://tiki.vn/giao-trinh-mang-may-tinh-va-truyen-thong-ts-phan-thanh-duc-p271997519.html?spid=271997520,Công nghệ thông tin,Mạng máy tính,proxy_from_tiki_match_rating_review_sales,131,23,6.191289
stu_259bb9c3a79e5f25,TIKI_279233260,tiki_book,Hiểu Về Trí Tuệ Nhân Tạo - AI,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261,Công nghệ thông tin,Trí tuệ nhân tạo,proxy_from_tiki_match_rating_review_sales,131,6,7.7896986
stu_259bb9c3a79e5f25,TIKI_5929511,tiki_book,Cố Định Một Đám Mây,https://tiki.vn/sach-co-dinh-mot-dam-may-p5929511.html?spid=5929513,Công nghệ thông tin,Điện toán đám mây,proxy_from_tiki_match_rating_review_sales,131,177,6.6072555
stu_25e02e3fdabfffb3,REPO_UEH_62589,ueh_repository,"Pháp luật về xử phạt vi phạm hành chính về xử lý nước thải-thực tiễn áp dụng đối với các cơ sở sản xuất, kinh doanh tại thị xã La Gi, tỉnh Bình Thuận",https://digital.lib.ueh.edu.vn/handle/UEH/62589,Quản lý công,Luật hành chính,proxy_from_repo_match_year_views,132,87,2.252
stu_263d96e0b8e7c12b,REPO_UEH_63406,ueh_repository,Các nhân tố ảnh hưởng đến nhu cầu sử dụng dịch vụ kế toán của các doanh nghiệp dùng kế toán đám mây trên địa bàn TP. Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/63406,Công nghệ thông tin,Điện toán đám mây,proxy_from_repo_match_year_views,133,171,4.3351
stu_263d96e0b8e7c12b,TIKI_271997519,tiki_book,Giáo Trình Mạng Máy Tính Và Truyền Thông - TS. Phan Thanh Đức,https://tiki.vn/giao-trinh-mang-may-tinh-va-truyen-thong-ts-phan-thanh-duc-p271997519.html?spid=271997520,Công nghệ thông tin,Mạng máy tính,proxy_from_tiki_match_rating_review_sales,133,23,6.191289
stu_263d96e0b8e7c12b,TIKI_279233260,tiki_book,Hiểu Về Trí Tuệ Nhân Tạo - AI,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261,Công nghệ thông tin,Trí tuệ nhân tạo,proxy_from_tiki_match_rating_review_sales,133,6,7.7896986
stu_263d96e0b8e7c12b,TIKI_7164855,tiki_book,Cơ Sở Dữ Liệu Quan Hệ & Ứng Dụng,https://tiki.vn/sach-co-so-du-lieu-quan-he-ung-dung-p7164855.html?spid=188782912,Công nghệ thông tin,Cơ sở dữ liệu,proxy_from_tiki_match_rating_review_sales,133,45,4.5959888
stu_265e9c8c117c2493,TIKI_277165601,tiki_book,CFO Quản Trị Tài Chính Công Ty Cổ Phần,https://tiki.vn/cfo-quan-tri-tai-chinh-cong-ty-co-phan-p277165601.html?spid=277165602,Quản lý công,Tài chính công,proxy_from_tiki_match_rating_review_sales,134,98,8.396711
stu_266b568f9bc9f353,REPO_UEH_63172,ueh_repository,Giải pháp thu hút khách hàng tiềm năng nhằm gia tăng nguồn thu ngân sách nhà nước tại Cục Hải quan tỉnh Bà Rịa – Vũng Tàu,https://digital.lib.ueh.edu.vn/handle/UEH/63172,Quản trị Hải quan - Ngoại thương,Luật hải quan; Nghiệp vụ hải quan,proxy_from_repo_match_year_views,1838,109,2.0323
stu_266b568f9bc9f353,REPO_UEH_63272,ueh_repository,Giải pháp hoàn thiện hoạt động chuỗi cung ứng tại Công ty TNHH Thương mại và Dịch vụ Lâm Thanh,https://digital.lib.ueh.edu.vn/handle/UEH/63272,Quản trị Hải quan - Ngoại thương,Quản lý chuỗi cung ứng toàn cầu,proxy_from_repo_match_year_views,1838,11,2.33845
stu_266b568f9bc9f353,REPO_UEH_63972,ueh_repository,Bảo vệ sức khỏe và phát triển thương mại quốc tế qua các tranh luận pháp lý về tính cần thiết và căn cứ khoa học trong biện pháp vệ sinh dịch tễ,https://digital.lib.ueh.edu.vn/handle/UEH/63972,Quản trị Hải quan - Ngoại thương,Thương mại quốc tế,proxy_from_repo_match_year_views,1838,9,8.2159
stu_267c3e0439655b3f,REPO_UEH_61680,ueh_repository,Tài liệu học tập Phân tích dữ liệu nghiên cứu với SPSS 2008 tập 1,https://digital.lib.ueh.edu.vn/handle/UEH/61680,Công nghệ Tài chính,Phân tích dữ liệu tài chính,proxy_from_repo_match_year_views,135,5,1.8742
stu_267c3e0439655b3f,REPO_UEH_62541,ueh_repository,Xây dựng thị trường chứng khoán phi tập trung dựa trên công nghệ Blockchain,https://digital.lib.ueh.edu.vn/handle/UEH/62541,Công nghệ Tài chính,Công nghệ Blockchain,proxy_from_repo_match_year_views,135,130,7.1343
stu_267c3e0439655b3f,REPO_UEH_63411,ueh_repository,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/63411,Công nghệ Tài chính,Thanh toán số,proxy_from_repo_match_year_views,135,135,2.51005
stu_267c3e0439655b3f,TIKI_202028583,tiki_book,Phân Tích Dữ Liệu Với R (Tái Bản 2022),https://tiki.vn/sach-phan-tich-du-lieu-voi-r-tai-ban-2022-p202028583.html?spid=247795504,Công nghệ Tài chính,Phân tích dữ liệu tài chính,proxy_from_tiki_match_rating_review_sales,135,136,5.264619
stu_270042f44bb09bb7,REPO_UEH_62432,ueh_repository,Chuyển đổi báo cáo tài chính từ chuẩn mực kế toán Việt Nam sang chuẩn mực báo cáo tài chính quốc tế - Nghiên cứu tại Công ty Cổ phần Khu công Nnghiệp Nam Tân Uyên,https://digital.lib.ueh.edu.vn/handle/UEH/62432,Kế toán doanh nghiệp,Phân tích báo cáo tài chính,proxy_from_repo_match_year_views,136,2,3.84825
stu_270042f44bb09bb7,REPO_UEH_62673,ueh_repository,"Doanh thu, chi phí và kết quả kinh doanh tại Công ty Cổ phần Sản xuất Kinh doanh Sơn Kim – Theo kế toán tài chính và kế toán quản trị",https://digital.lib.ueh.edu.vn/handle/UEH/62673,Kế toán doanh nghiệp,Kế toán tài chính,proxy_from_repo_match_year_views,136,36,7.0719
stu_270042f44bb09bb7,REPO_UEH_63683,ueh_repository,Tác động của môi trường cạnh tranh đến văn hóa tổ chức và chiến lược kinh doanh - Ảnh hưởng đến việc thực hiện kế toán quản trị tại các doanh nghiệp ở Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63683,Kế toán doanh nghiệp,Kế toán quản trị,proxy_from_repo_match_year_views,136,304,7.5295
stu_271b7d6d7755e2f2,REPO_UEH_61149,ueh_repository,Áp dụng mô hình tam giác gian lận trong vấn đề đạo đức nghề nghiệp của kiểm toán viên Nhà nước,https://digital.lib.ueh.edu.vn/handle/UEH/61149,Kỹ sư Robot và Trí tuệ nhân tạo,Thị giác máy tính,proxy_from_repo_match_year_views,1005,8,1.50385
stu_271b7d6d7755e2f2,TIKI_651754,tiki_book,"Hướng Dẫn Soạn Thảo Hợp Đồng Theo Bộ Luật Dân Sự Số 91/2015/QH13: Kinh Nghiệm Soạn Thảo, Xử Lý Tranh Chấp, Biện Pháp Phòng Tránh Rủi Ro Pháp Lý",https://tiki.vn/sach-huong-dan-soan-thao-hop-dong-theo-bo-luat-dan-su-so-91-2015-qh13-kinh-nghiem-soan-thao-xu-ly-tranh-chap-bien-phap-phong-tranh-rui-ro-phap-ly-p651754.html?spid=652119,Kỹ sư Robot và Trí tuệ nhân tạo,Xử lý tín hiệu số,proxy_from_tiki_match_rating_review_sales,1005,125,2.810704
stu_27648bdfceaf7769,REPO_UEH_63287,ueh_repository,Nghiên cứu ứng dụng thống kê Bayes phân tích việc sẵn lòng tham gia bảo hiểm cây cà phê theo chỉ số năng suất của hộ nông dân tỉnh Đắk Lắk,https://digital.lib.ueh.edu.vn/handle/UEH/63287,Toán tài chính,Xác suất và thống kê,proxy_from_repo_match_year_views,1006,66,2.3885
stu_27648bdfceaf7769,TIKI_190743209,tiki_book,Toán tài chính ứng dụng,https://tiki.vn/toan-tai-chinh-ung-dung-p190743209.html?spid=190743210,Toán tài chính,Toán tài chính ứng dụng,proxy_from_tiki_match_rating_review_sales,1006,70,9.718269
stu_276f305aa7451517,TIKI_209379477,tiki_book,Combo 2Q Quản Trị Nhân Sự: Kỹ Năng Quản Lý Nhân Sự Chuyên Nghiệp + Cẩm Nang Quản Lý - Quản Trị Những Thách Thức Trong Quản Lý - Harvard Business Review,https://tiki.vn/combo-2q-quan-tri-nhan-su-ky-nang-quan-ly-nhan-su-chuyen-nghiep-cam-nang-quan-ly-quan-tri-nhung-thach-thuc-trong-quan-ly-harvard-business-review-p209379477.html?spid=209379478,Quản trị kinh doanh,Quản trị nhân sự,proxy_from_tiki_match_rating_review_sales,137,195,7.029033
stu_276f305aa7451517,TIKI_273429543,tiki_book,Quản Trị Vận Hành Và Chuỗi Cung Ứng (Ấn Bản Lần Thứ 16),https://tiki.vn/quan-tri-van-hanh-va-chuoi-cung-ung-an-ban-lan-thu-16-p273429543.html?spid=273429544,Quản trị kinh doanh,Quản trị vận hành,proxy_from_tiki_match_rating_review_sales,137,196,8.772743
stu_277d5ecec0ef61c3,TIKI_277967579,tiki_book,Luật Sở hữu trí tuệ (Hiện hành) - Nhà xuất bản Chính trị quốc gia Sự thật,https://tiki.vn/luat-so-huu-tri-tue-hien-hanh-sua-doi-bo-sung-nam-2009-2019-2022-p277967579.html?spid=273678695,Luật kinh doanh quốc tế,Luật sở hữu trí tuệ,proxy_from_tiki_match_rating_review_sales,1515,286,9.431345
stu_27a7e98916241398,TIKI_271520993,tiki_book,Thống Kê Ứng Dụng Trong Kinh Doanh (Kèm File CD Mềm) (KT),https://tiki.vn/thong-ke-ung-dung-trong-kinh-doanh-kem-file-cd-mem-_kt-p271520993.html?spid=271520994,Khoa học dữ liệu,Thống kê ứng dụng,proxy_from_tiki_match_rating_review_sales,1007,244,9.67477
stu_27bda6cf2da3a0da,REPO_UEH_63450,ueh_repository,Ảnh hưởng của chất lượng thông tin tới hành vi mua hàng ngẫu hứng trên sàn thương mại điện tử tại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63450,Hệ thống thông tin quản lý,Thương mại điện tử,proxy_from_repo_match_year_views,1516,216,4.885
stu_27d76e4b1ec5471c,REPO_UEH_62678,ueh_repository,Cân đối ngân sách nhà nước trong điều kiện áp dụng Luật Ngân sách Nhà nước năm 2015 – Trường hợp Thành phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/62678,Kế toán công,Luật ngân sách nhà nước,proxy_from_repo_match_year_views,138,212,7.53145
stu_280b3e178bb60639,REPO_UEH_61516,ueh_repository,Ảnh hưởng của hoạt động quản trị tài chính và lợi thế cạnh tranh lên hiệu quả vốn vay trường hợp các tổ chức tín dụng tại Thành Phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/61516,Quản trị kinh doanh,Quản trị tài chính,proxy_from_repo_match_year_views,139,183,5.37705
stu_280b3e178bb60639,REPO_UEH_62665,ueh_repository,Các nhân tố ảnh hưởng đến việc áp dụng kế toán quản trị chiến lược và sự tác động đến thành quả hoạt động tại các doanh nghiệp sản xuất – nghiên cứu ở khu vực Đông Nam Bộ -Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62665,Quản trị kinh doanh,Quản trị chiến lược,proxy_from_repo_match_year_views,139,186,8.0729
