student_token,student_hash,gender,major,major_norm,cohort,course_order,course,course_norm,tiki_book_id,tiki_title,tiki_score,tiki_confidence,repo_doc_id,repo_title,repo_score,repo_confidence,privacy_level,pii_removed,pii_fields_removed,privacy_transform_version,tiki_match_reason,tiki_price,tiki_rating_average,tiki_review_count,tiki_quantity_sold,tiki_source_keys,tiki_url,repo_match_reason,repo_year,repo_collection,repo_views,repo_authors,repo_url
stu_ee825b93e0525b3d,b775ad703ca13c2640a93d07bd376a7a9a1ab5f5cedf12ada2a3cbc6b680dccf,Nam,Kinh doanh số,kinh doanh so,23,4,Quản trị nền tảng số,quan tri nen tang so,277533754,"Machine, Platform, Crowd - Máy móc nền tảng cộng đồng, làm chủ tương lai kỹ thuật số của chúng ta",11.54,low,UEH/62483,Kinh doanh thương mại trên nền tảng số của doanh nghiệp bán lẻ Việt Nam trước và trong dịch COVID-19,11.93,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title,199000,0.0,0,1.0,machine learning,https://tiki.vn/machine-platform-crowd-may-moc-nen-tang-cong-dong-lam-chu-tuong-lai-ky-thuat-so-cua-chung-ta-p277533754.html?spid=277533755,partial_course_tokens_in_title; major_context_tokens,2021,Book Series,0,TS. Bùi Thanh Tráng; ThS. Hoàng Thu Hằng; TS. Đỗ Thị Hải Ninh; ThS. Dương Ngọc Hồng; ThS. Hoàng Ngọc Như Ý,https://digital.lib.ueh.edu.vn/handle/UEH/62483
stu_ee825b93e0525b3d,b775ad703ca13c2640a93d07bd376a7a9a1ab5f5cedf12ada2a3cbc6b680dccf,Nam,Kinh doanh số,kinh doanh so,23,5,Kinh doanh trên mạng xã hội,kinh doanh tren mang xa hoi,177767360,Combo 2Q: Hướng Dẫn Kiếm Tiền Trên TikTok + Cách Để Đạt 1 Triệu Follow Chỉ Trong 30 Ngày (Sách Kinh Doanh/Marketing/Mạng Xã Hội),37.52,medium,UEH/63554,Các yếu tô ảnh hưởng đến hành vi mua hàng ngẫu hứng trên mạng xã hội,50.83,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title,371500,4.7,7,62.0,TikTok Shop,https://tiki.vn/combo-2q-huong-dan-kiem-tien-tren-tiktok-cach-de-dat-1-trieu-follow-chi-trong-30-ngay-sach-kinh-doanh-marketing-mang-xa-hoi-p177767360.html?spid=177767361,partial_course_tokens_in_title; strong_course_tokens_in_secondary_text,2021,MASTER'S THESES,0,Trần Lê Hồng Ngọc,https://digital.lib.ueh.edu.vn/handle/UEH/63554
stu_ee825b93e0525b3d,b775ad703ca13c2640a93d07bd376a7a9a1ab5f5cedf12ada2a3cbc6b680dccf,Nam,Kinh doanh số,kinh doanh so,23,6,Trải nghiệm khách hàng số,trai nghiem khach hang so,273593520,Combo 2 Cuốn Tìm Hiểu Tâm Lý Khách Hàng-Khách Hàng Thật Sự Cần Gì?+Trải Nghiệm Khách Hàng Xuất Sắc,58.51,medium,UEH/61137,Phân tích trải nghiệm khách hàng trực tuyến trong lĩnh vực khách sạn tiếp cận theo mô hình chủ đề,68.48,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,strong_course_tokens_in_title; partial_course_tokens_in_secondary_text,430000,0.0,0,,hành vi khách hàng; ngân hàng,https://tiki.vn/combo-2-cuon-tim-hieu-tam-ly-khach-hang-khach-hang-that-su-can-gi-trai-nghiem-khach-hang-xuat-sac-p273593520.html?spid=275118959,strong_course_tokens_in_title; strong_course_tokens_in_secondary_text,2020,MASTER'S THESES,0,Nguyễn Văn Hồ,https://digital.lib.ueh.edu.vn/handle/UEH/61137
stu_169df85fc58c1def,3e6f2c15be84b8610aadae0d4db33ef83609530c65b87e0aa2271192daba83f8,Nữ,Khoa học máy tính,khoa hoc may tinh,24,1,Cấu trúc dữ liệu và giải thuật,cau truc du lieu va giai thuat,269955449,- Giáo trình cấu trúc dữ liệu và giải thuật,95.15,high,UEH/61484,Các yếu tố ảnh hưởng đến quyết định phẫu thuật thẩm mỹ mũi cấu trúc tại TP.HCM,13.16,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,exact_course_in_title; partial_course_tokens_in_secondary_text,110000,5.0,4,23.0,cơ sở dữ liệu,https://tiki.vn/sach-giao-trinh-cau-truc-du-lieu-va-giai-thuat-p269955449.html?spid=269955450,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2021,MASTER'S THESES,0,Hồ Ngọc Loan,https://digital.lib.ueh.edu.vn/handle/UEH/61484
stu_169df85fc58c1def,3e6f2c15be84b8610aadae0d4db33ef83609530c65b87e0aa2271192daba83f8,Nữ,Khoa học máy tính,khoa hoc may tinh,24,2,Lý thuyết tính toán,ly thuyet tinh toan,112442076,Tớ Đến Với Khoa Học Máy Tính: Sử Dụng Máy Tính An Toàn (Tái Bản),27.61,low,UEH/62528,Áp dụng của tư duy thiết kế vào chuyển đổi số: lý thuyết và bài học thực tiễn,16.76,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,31900,0.0,0,10.0,khoa học máy tính; mạng máy tính,https://tiki.vn/sach-to-den-voi-khoa-hoc-may-tinh-su-dung-may-tinh-an-toan-tai-ban-p112442076.html?spid=112442077,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2021,Book Series,0,TS. Cao Quốc Việt; ThS. Nguyễn Tấn Trung,https://digital.lib.ueh.edu.vn/handle/UEH/62528
stu_169df85fc58c1def,3e6f2c15be84b8610aadae0d4db33ef83609530c65b87e0aa2271192daba83f8,Nữ,Khoa học máy tính,khoa hoc may tinh,24,3,Kiến trúc máy tính,kien truc may tinh,115126767,"Everything You Need To Ace Computer Science And Coding Big Fat Notebooks - Sổ Tay Khoa Học Máy Tính Và Mã Hóa ( Tiếng Anh, Lớp 8 - Lớp 12 ) - - Nâng Cao Kiến Thức Khoa Học Máy Tính Và Lập Trình - Á Châu Books, Bìa Cứng, In Màu",28.12,low,UEH/62798,"Các nhân tố ảnh hưởng đến động lực làm việc của công chức, viên chức trong các ban tham mưu và đơn vị trực thuộc Tỉnh ủy Kiên Giang",8.72,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,332640,5.0,6,56.0,computer science; coding; computer network,https://tiki.vn/sach-everything-you-need-to-ace-computer-science-and-coding-big-fat-notebooks-so-tay-may-tinh-tieng-anh-lop-8-lop-12-p115126767.html?spid=115126768,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2020,MASTER'S THESES,0,Võ Thị Thùy Trang,https://digital.lib.ueh.edu.vn/handle/UEH/62798
stu_169df85fc58c1def,3e6f2c15be84b8610aadae0d4db33ef83609530c65b87e0aa2271192daba83f8,Nữ,Khoa học máy tính,khoa hoc may tinh,24,4,Hệ điều hành,he dieu hanh,685617,Cẩm Nang Quản Trị Điều Hành - Quản Trị Tích Hợp,29.61,low,UEH/63620,"Đặc điểm quá tự tin, thù lao giám đốc điều hành và hiệu quả hoạt động của các doanh nghiệp niêm yết trên thị trường chứng khoán Việt Nam",28.32,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,99700,5.0,1,9.0,quản trị vận hành,https://tiki.vn/sach-cam-nang-quan-tri-dieu-hanh-quan-tri-tich-hop-p685617.html?spid=20441105,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2022,DISSERTATIONS,0,Trần; Minh Lam,https://digital.lib.ueh.edu.vn/handle/UEH/63620
stu_169df85fc58c1def,3e6f2c15be84b8610aadae0d4db33ef83609530c65b87e0aa2271192daba83f8,Nữ,Khoa học máy tính,khoa hoc may tinh,24,5,Trình biên dịch,trinh bien dich,182480871,The Experience Economy: Nền Kinh Tế Trải Nghiệm - Biến Dịch Vụ Của Bạn Thành Trải Nghiệm Khách Hàng,31.68,medium,UEH/61282,"Tỷ suất sinh lợi theo ngày cực đại, Biến động tỷ suất sinh lợi đặc trưng và Tỷ suất sinh lợi kỳ vọng, nghiên cứu tại sở giao dịch chứng khoán TP. Hồ Chí Minh giai đoạn 2010 - 2019",13.71,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title,299000,0.0,0,,political economy,https://tiki.vn/the-experience-economy-nen-kinh-te-trai-nghiem-bien-dich-vu-cua-ban-thanh-trai-nghiem-khach-hang-p182480871.html?spid=258929164,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2020,MASTER'S THESES,0,Nguyễn Thành Vinh,https://digital.lib.ueh.edu.vn/handle/UEH/61282
stu_169df85fc58c1def,3e6f2c15be84b8610aadae0d4db33ef83609530c65b87e0aa2271192daba83f8,Nữ,Khoa học máy tính,khoa hoc may tinh,24,6,Lập trình hàm,lap trinh ham,112442080,Tớ Đến Với Khoa Học Máy Tính: Thuật Toán Và Lập Trình (Tái Bản),26.23,low,UEH/61307,Quy trình xem xét các sự kiện phát sinh sau ngày kết thúc kỳ kế toán trong kiểm toán Báo cáo tài chính - Nghiên cứu thực nghiệm tại các công ty kiểm toán độc lập trên địa bàn TP.HCM,11.85,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; exact_major_in_title,36400,5.0,1,23.0,khoa học máy tính,https://tiki.vn/sach-to-den-voi-khoa-hoc-may-tinh-thuat-toan-va-lap-trinh-tai-ban-p112442080.html?spid=112442081,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2020,MASTER'S THESES,0,Trần Thị Ngọc Trâm,https://digital.lib.ueh.edu.vn/handle/UEH/61307
stu_db30779760a397a3,d0ef74728f68282f019d813b1c49fe39a1075558b4f301015e0687c031003529,Nữ,Hệ thống hoạch định nguồn lực doanh nghiệp,he thong hoach dinh nguon luc doanh nghiep,23,1,Hệ thống ERP,he thong erp,271583421,"Hệ Thống Chỉ Tiêu Thống Kê Cấp Tỉnh, Cấp Huyện, Cấp Xã theo Quyết định 05/2023/QĐ-TTg ngày 24/02/2023 - V2205T",25.1,low,UEH/63276,Các nhân tố ảnh hưởng đến sự thỏa mãn của nhân viên kế toán trong việc sử dụng hệ thống hoạch định nguồn lực doanh nghiệp (ERP) ở các doanh nghiệp tại TP. Hồ Chí Minh,97.47,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,259000,0.0,0,,xác suất thống kê,https://tiki.vn/sach-he-thong-chi-tieu-thong-ke-cap-tinh-cap-huyen-cap-xa-theo-quyet-dinh-05-2023-qd-ttg-ngay-24-02-2023-v2205t-p271583421.html?spid=271583422,partial_course_tokens_in_title; exact_course_in_secondary_text; exact_major_in_title,2021,MASTER'S THESES,0,Nguyễn Thị Hồng Ái,https://digital.lib.ueh.edu.vn/handle/UEH/63276
stu_db30779760a397a3,d0ef74728f68282f019d813b1c49fe39a1075558b4f301015e0687c031003529,Nữ,Hệ thống hoạch định nguồn lực doanh nghiệp,he thong hoach dinh nguon luc doanh nghiep,23,2,Quản trị quy trình kinh doanh,quan tri quy trinh kinh doanh,254139138,"Giáo Trình Kinh Tế Thương Mại - Dịch Vụ Dành Cho Nghành Kinh Tế, Logistics Và Quản Trị Kinh Doanh",19.94,low,UEH/62651,Ảnh hưởng của hệ thống hoạch định nguồn lực doanh nghiệp (ERP) đến kế toán quản trị trong các doanh nghiệp tại TP. HCM,16.91,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,189000,0.0,0,,kinh tế chính trị,https://tiki.vn/giao-trinh-kinh-te-thuong-mai-dich-vu-danh-cho-nghanh-kinh-te-logistics-va-quan-tri-kinh-doanh-p254139138.html?spid=254139139,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,2021,MASTER'S THESES,0,Nguyễn Thị Minh Thơ,https://digital.lib.ueh.edu.vn/handle/UEH/62651
stu_db30779760a397a3,d0ef74728f68282f019d813b1c49fe39a1075558b4f301015e0687c031003529,Nữ,Hệ thống hoạch định nguồn lực doanh nghiệp,he thong hoach dinh nguon luc doanh nghiep,23,3,SAP căn bản,sap can ban,279286687,- Đơn Vị Hành Chính Việt Nam - Sau Sắp Xếp Và Vận Hành Chính Quyền Địa Phương Hai Cấp,39.82,medium,UEH/63148,Các nhân tố ảnh hưởng đến chất lượng thông tin kế toán tại các doanh nghiệp dịch vụ ứng dụng hệ thống hoạch định nguồn lực doanh nghiệp (ERP) trên địa bàn khu vực Đông Nam Bộ,47.8,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title,135200,0.0,0,1.0,vận tải,https://tiki.vn/sach-don-vi-hanh-chinh-viet-nam-sau-sap-xep-va-van-hanh-chinh-quyen-dia-phuong-hai-cap-p279286687.html?spid=279286688,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,2021,MASTER'S THESES,0,Trần Ngọc Phương Uyên,https://digital.lib.ueh.edu.vn/handle/UEH/63148
stu_db30779760a397a3,d0ef74728f68282f019d813b1c49fe39a1075558b4f301015e0687c031003529,Nữ,Hệ thống hoạch định nguồn lực doanh nghiệp,he thong hoach dinh nguon luc doanh nghiep,23,4,Phân tích hệ thống thông tin,phan tich he thong thong tin,278632652,Hệ Thống Thông Tin Trong Y Tế,22.29,low,UEH/61354,Các nhân tố ảnh hưởng đến chất lượng hệ thống thông tin kế toán của các đơn vị sự nghiệp y tế công lập tại thành phố Hồ Chí Minh,23.67,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,338000,0.0,0,16.0,công nghệ thông tin,https://tiki.vn/sach-he-thong-thong-tin-trong-y-te-p278632652.html?spid=278632655,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2020,MASTER'S THESES,0,Nguyễn Thị Hằng,https://digital.lib.ueh.edu.vn/handle/UEH/61354
stu_db30779760a397a3,d0ef74728f68282f019d813b1c49fe39a1075558b4f301015e0687c031003529,Nữ,Hệ thống hoạch định nguồn lực doanh nghiệp,he thong hoach dinh nguon luc doanh nghiep,23,5,Quản lý dự án CNTT,quan ly du an cntt,277392524,- Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng,36.82,medium,UEH/62960,Nâng cao quản trị rủi ro các dự án đầu tư tại Ban quản lý dự án hạ tầng II – Tổng công ty Hạ tầng mạng (VNPT NET),40.97,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,119560,0.0,0,,quản trị dự án,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2021,MASTER'S THESES,0,Trần Minh Hậu,https://digital.lib.ueh.edu.vn/handle/UEH/62960
stu_db30779760a397a3,d0ef74728f68282f019d813b1c49fe39a1075558b4f301015e0687c031003529,Nữ,Hệ thống hoạch định nguồn lực doanh nghiệp,he thong hoach dinh nguon luc doanh nghiep,23,6,Tích hợp hệ thống,tich hop he thong,276237667,Tích Hợp Hệ Thống Tự Động Điều Khiển Quá Trình Công Nghệ Sinh Học Và Công Nghệ Thực Phẩm,97.83,high,UEH/62975,Hoàn thiện hệ thống quản lý chất lượng tích hợp tại Công ty Cổ phần Mỹ phẩm Sài Gòn (SCC),53.97,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,exact_course_in_title; partial_course_tokens_in_secondary_text,249000,5.0,1,1.0,công nghệ thông tin,https://tiki.vn/tich-hop-he-thong-tu-dong-dieu-khien-qua-trinh-cong-nghe-sinh-hoc-va-cong-nghe-thuc-pham-p276237667.html?spid=276237668,partial_course_tokens_in_title; strong_course_tokens_in_secondary_text,2021,MASTER'S THESES,0,Nguyễn Thị Tố Anh,https://digital.lib.ueh.edu.vn/handle/UEH/62975
stu_39d302a0c58f45cd,5d604f497aac25ec2152bcbd28f994584957cf6da1f89d0a102625bf8b6a1ca6,Nam,Thị trường chứng khoán,thi truong chung khoan,23,1,Phân tích chứng khoán cơ bản,phan tich chung khoan co ban,208437274,Combo Phân tích chứng khoán+Tâm lý thị trường chứng khoán+Chiến lược đầu tư chứng khoán (3 Cuốn) - Alphabooks,62.73,medium,UEH/61115,Phân tích các yếu tố tác động đến việc định dưới giá của cổ phiếu khi IPO trên thị trường chứng khoán Việt Nam,28.49,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,strong_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,767000,0.0,0,,chứng khoán; đầu tư chứng khoán,https://tiki.vn/sach-combo-phan-tich-chung-khoan-tam-ly-thi-truong-chung-khoan-chien-luoc-dau-tu-chung-khoan-3-cuon-alphabooks-p208437274.html?spid=277159676,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,2020,MASTER'S THESES,0,Lê Văn Hào,https://digital.lib.ueh.edu.vn/handle/UEH/61115
stu_39d302a0c58f45cd,5d604f497aac25ec2152bcbd28f994584957cf6da1f89d0a102625bf8b6a1ca6,Nam,Thị trường chứng khoán,thi truong chung khoan,23,2,Phân tích kỹ thuật,phan tich ky thuat,77339644,Phân tích kỹ thuật trong thị trường tài chính,100.0,high,UEH/63165,Phân tích hành vi khách hàng trong lĩnh vực bán lẻ với mô hình RFM tiếp cận bằng kỹ thuật học máy không giám sát,34.43,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,exact_course_in_title; exact_course_in_secondary_text,248100,4.8,97,464.0,nghiên cứu thị trường; phân tích tài chính; phân tích kỹ thuật; phân tích cơ bản,https://tiki.vn/phan-tich-ky-thuat-trong-thi-truong-tai-chinh-p77339644.html?spid=84882958,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2022,MASTER'S THESES,0,Phan Châu Minh Trường,https://digital.lib.ueh.edu.vn/handle/UEH/63165
stu_39d302a0c58f45cd,5d604f497aac25ec2152bcbd28f994584957cf6da1f89d0a102625bf8b6a1ca6,Nam,Thị trường chứng khoán,thi truong chung khoan,23,3,Quản lý quỹ đầu tư,quan ly quy dau tu,242789587,Thực hành Phân tích Fibonacci - Hướng dẫn Phương pháp Fibonacci từ Nhà Quản Lý Quỹ kiêm Học giả CMT,25.91,low,UEH/63028,Giải pháp phát triển quỹ đầu tư phát triển tỉnh Bà Rịa - Vũng Tàu,30.77,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title,296000,5.0,15,217.0,phân tích cơ bản,https://tiki.vn/thuc-hanh-phan-tich-fibonacci-huong-dan-phuong-phap-fibonacci-tu-nha-quan-ly-quy-kiem-hoc-gia-cmt-p242789587.html?spid=242789588,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2021,MASTER'S THESES,0,Vũ Thị Hồng Dịu,https://digital.lib.ueh.edu.vn/handle/UEH/63028
stu_39d302a0c58f45cd,5d604f497aac25ec2152bcbd28f994584957cf6da1f89d0a102625bf8b6a1ca6,Nam,Thị trường chứng khoán,thi truong chung khoan,23,4,Pháp luật chứng khoán,phap luat chung khoan,207201346,Pháp luật điều chỉnh hoạt động kinh doanh dịch vụ của công ty chứng khoán,26.62,low,UEH/62930,Ảnh hưởng của thông tin kế toán trên báo cáo tài chính đến giá cổ phiếu của các công ty niêm yết trên thị trường chứng khoán Thành phố Hồ Chí Minh,18.21,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,132000,0.0,0,3.0,luật kinh tế; pháp luật kinh doanh,https://tiki.vn/phap-luat-dieu-chinh-hoat-dong-kinh-doanh-dich-vu-cua-cong-ty-chung-khoan-p207201346.html?spid=276756959,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,2022,MASTER'S THESES,0,Lê Văn Quang,https://digital.lib.ueh.edu.vn/handle/UEH/62930
stu_39d302a0c58f45cd,5d604f497aac25ec2152bcbd28f994584957cf6da1f89d0a102625bf8b6a1ca6,Nam,Thị trường chứng khoán,thi truong chung khoan,23,5,Thị trường phái sinh,thi truong phai sinh,65587899,Thị Trường Chứng Khoán,26.34,low,UEH/62149,Tác động của việc triển khai thị trường chứng khoán phái sinh lên độ biến động chỉ số cơ sở VN30 tại Việt Nam,68.78,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,168000,5.0,17,124.0,nghiên cứu thị trường; chứng khoán,https://tiki.vn/thi-truong-chung-khoan-p65587899.html?spid=66567443,partial_course_tokens_in_title; exact_course_in_secondary_text; exact_major_in_title,2021,MASTER'S THESES,0,Phạm Trọng Nghĩa,https://digital.lib.ueh.edu.vn/handle/UEH/62149
stu_39d302a0c58f45cd,5d604f497aac25ec2152bcbd28f994584957cf6da1f89d0a102625bf8b6a1ca6,Nam,Thị trường chứng khoán,thi truong chung khoan,23,6,Đạo đức nghề nghiệp chứng khoán,dao duc nghe nghiep chung khoan,94851869,"Nghiệp Vụ Dành Cho Kế Toán Kiểm Toán Nội Bộ Chuẩn Mực, Nguyên Tắc Đạo Đức Nghề Nghiệp Và Quy Chế Kiểm Toán Nội Bộ Trong Các Cơ Quan Nhà Nước, Đơn Vị Sự Nghiệp Công Lập Và Doanh Nghiệp",41.1,medium,UEH/61149,Áp dụng mô hình tam giác gian lận trong vấn đề đạo đức nghề nghiệp của kiểm toán viên Nhà nước,49.52,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,strong_course_tokens_in_title; partial_course_tokens_in_secondary_text,291700,5.0,2,18.0,chuẩn mực kế toán; kiểm toán; sách kiểm toán; kiểm toán nội bộ; kiểm soát nội bộ; nghiệp vụ buồng phòng,https://tiki.vn/sach-nghiep-vu-danh-cho-ke-toan-kiem-toan-noi-bo-chuan-muc-nguyen-tac-dao-duc-nghe-nghiep-va-quy-che-kiem-toan-noi-bo-trong-cac-co-quan-nha-nuoc-don-vi-su-nghiep-cong-lap-va-doanh-nghiep-p94851869.html?spid=94851870,partial_course_tokens_in_title; strong_course_tokens_in_secondary_text,2020,MASTER'S THESES,0,Phạm Tiến Dũng,https://digital.lib.ueh.edu.vn/handle/UEH/61149
stu_6ba5de8be3bed59c,0f6807d91f2e6e826654d79e6963e734aff33d84f8839c85710236082256c915,Nam,Kế toán doanh nghiệp,ke toan doanh nghiep,23,1,Kế toán tài chính,ke toan tai chinh,56602776,Kế Toán Tài Chính Doanh Nghiệp Thương Mại Dịch Vụ,84.49,high,UEH/62673,"Doanh thu, chi phí và kết quả kinh doanh tại Công ty Cổ phần Sản xuất Kinh doanh Sơn Kim – Theo kế toán tài chính và kế toán quản trị",67.26,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,exact_course_in_title; exact_course_in_secondary_text; major_context_tokens,268000,5.0,5,40.0,tài chính doanh nghiệp; kế toán; kế toán tài chính; kiểm toán báo cáo tài chính,https://tiki.vn/ke-toan-tai-chinh-doanh-nghiep-thuong-mai-dich-vu-p56602776.html?spid=56602777,exact_course_in_title; partial_course_tokens_in_secondary_text,2021,MASTER'S THESES,0,Hồ Thị Khánh An,https://digital.lib.ueh.edu.vn/handle/UEH/62673
stu_6ba5de8be3bed59c,0f6807d91f2e6e826654d79e6963e734aff33d84f8839c85710236082256c915,Nam,Kế toán doanh nghiệp,ke toan doanh nghiep,23,2,Kế toán quản trị,ke toan quan tri,278731661,Kế Toán Quản Trị - Managerial Accounting,91.38,high,UEH/63683,Tác động của môi trường cạnh tranh đến văn hóa tổ chức và chiến lược kinh doanh - Ảnh hưởng đến việc thực hiện kế toán quản trị tại các doanh nghiệp ở Việt Nam,74.3,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,exact_course_in_title; exact_course_in_secondary_text; major_context_tokens,599000,0.0,0,1.0,accounting; financial accounting; kế toán quản trị; management accounting,https://tiki.vn/ke-toan-quan-tri-managerial-accounting-p278731661.html?spid=278731662,exact_course_in_title; exact_course_in_secondary_text; major_context_tokens,2022,MASTER'S THESES,0,Hứa Ngô Minh Châu,https://digital.lib.ueh.edu.vn/handle/UEH/63683
stu_6ba5de8be3bed59c,0f6807d91f2e6e826654d79e6963e734aff33d84f8839c85710236082256c915,Nam,Kế toán doanh nghiệp,ke toan doanh nghiep,23,3,Kiểm toán nội bộ,kiem toan noi bo,94851869,"Nghiệp Vụ Dành Cho Kế Toán Kiểm Toán Nội Bộ Chuẩn Mực, Nguyên Tắc Đạo Đức Nghề Nghiệp Và Quy Chế Kiểm Toán Nội Bộ Trong Các Cơ Quan Nhà Nước, Đơn Vị Sự Nghiệp Công Lập Và Doanh Nghiệp",82.98,high,UEH/61472,Hoàn thiện công tác kiểm toán nội bộ trong các Ngân hàng Thương mại Việt Nam,80.9,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,exact_course_in_title; exact_course_in_secondary_text; major_context_tokens,291700,5.0,2,18.0,chuẩn mực kế toán; kiểm toán; sách kiểm toán; kiểm toán nội bộ; kiểm soát nội bộ; nghiệp vụ buồng phòng,https://tiki.vn/sach-nghiep-vu-danh-cho-ke-toan-kiem-toan-noi-bo-chuan-muc-nguyen-tac-dao-duc-nghe-nghiep-va-quy-che-kiem-toan-noi-bo-trong-cac-co-quan-nha-nuoc-don-vi-su-nghiep-cong-lap-va-doanh-nghiep-p94851869.html?spid=94851870,exact_course_in_title; exact_course_in_secondary_text,2020,MASTER'S THESES,0,Trịnh Đức Tâm,https://digital.lib.ueh.edu.vn/handle/UEH/61472
stu_6ba5de8be3bed59c,0f6807d91f2e6e826654d79e6963e734aff33d84f8839c85710236082256c915,Nam,Kế toán doanh nghiệp,ke toan doanh nghiep,23,4,Phân tích báo cáo tài chính,phan tich bao cao tai chinh,274409757,Ứng dụng Phân tích báo cáo tài chính và định giá doanh nghiệp trong thực tiễn,94.71,high,UEH/62432,Chuyển đổi báo cáo tài chính từ chuẩn mực kế toán Việt Nam sang chuẩn mực báo cáo tài chính quốc tế - Nghiên cứu tại Công ty Cổ phần Khu công Nnghiệp Nam Tân Uyên,33.05,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,exact_course_in_title; strong_course_tokens_in_secondary_text,189000,0.0,0,11.0,phân tích tài chính; báo cáo tài chính; kiểm toán báo cáo tài chính,https://tiki.vn/ung-dung-phan-tich-bao-cao-tai-chinh-va-dinh-gia-doanh-nghiep-trong-thuc-tien-p274409757.html?spid=274409758,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2021,MASTER'S THESES,0,Đoàn Thị Kim Thảo,https://digital.lib.ueh.edu.vn/handle/UEH/62432
