student_token,major,major_norm,cohort,course_order,course,course_norm,resource_type,resource_id,resource_title,resource_url,search_keywords,match_reason,match_score,confidence,rating_average,review_count,quantity_sold,price,confidence_score,rating_score,review_score,sales_score,search_signal_score,quality_score,popularity_score,recommendation_score,model_explanation,duplicate_rank,course_rank,student_rank
stu_51c3a0e68be68cc9,Công nghệ Tài chính,cong nghe tai chinh,24,5,Trí tuệ nhân tạo trong tài chính,tri tue nhan tao trong tai chinh,tiki_book,279233260,Hiểu Về Trí Tuệ Nhân Tạo - AI,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261,trí tuệ nhân tạo,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,58.34,medium,0.0,0.0,4.0,123200.0,60.0,50.0,50.0,17.703817036775103,70.0,50.0,29.01,53.6,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,4
stu_51c3a0e68be68cc9,Công nghệ Tài chính,cong nghe tai chinh,24,5,Trí tuệ nhân tạo trong tài chính,tri tue nhan tao trong tai chinh,ueh_repository,UEH/62540,Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62540,,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,44.4,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,52.14,UEH Repository: content match + confidence + publication year + views,1,2,5
stu_51d1689a3e54b78b,Kinh doanh số,kinh doanh so,23,6,Trải nghiệm khách hàng số,trai nghiem khach hang so,ueh_repository,UEH/61137,Phân tích trải nghiệm khách hàng trực tuyến trong lĩnh vực khách sạn tiếp cận theo mô hình chủ đề,https://digital.lib.ueh.edu.vn/handle/UEH/61137,,strong_course_tokens_in_title; strong_course_tokens_in_secondary_text,68.48,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,76.59,UEH Repository: content match + confidence + publication year + views,1,1,1
stu_51d1689a3e54b78b,Kinh doanh số,kinh doanh so,23,1,Thương mại điện tử,thuong mai dien tu,tiki_book,149942445,Sức Mạnh Thương Mại Điện Tử - 12 Tháng Kiếm 1 Triệu Đô Bằng Kinh Doanh Online - Bộ Sách Trên Lưng Khổng Tượng,https://tiki.vn/suc-manh-thuong-mai-dien-tu-12-thang-kiem-1-trieu-do-bang-kinh-doanh-online-bo-sach-tren-lung-khong-tuong-p149942445.html?spid=149942446,thương mại điện tử; kinh doanh online,exact_course_in_title; exact_course_in_secondary_text,59.45,medium,5.0,128.0,1097.0,155000.0,60.0,100.0,100.0,77.01370184276423,100.0,100.0,85.06,71.51,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,2
stu_51d1689a3e54b78b,Kinh doanh số,kinh doanh so,23,6,Trải nghiệm khách hàng số,trai nghiem khach hang so,tiki_book,273593520,Combo 2 Cuốn Tìm Hiểu Tâm Lý Khách Hàng-Khách Hàng Thật Sự Cần Gì?+Trải Nghiệm Khách Hàng Xuất Sắc,https://tiki.vn/combo-2-cuon-tim-hieu-tam-ly-khach-hang-khach-hang-that-su-can-gi-trai-nghiem-khach-hang-xuat-sac-p273593520.html?spid=275118959,hành vi khách hàng; ngân hàng,strong_course_tokens_in_title; partial_course_tokens_in_secondary_text,58.51,medium,0.0,0.0,,430000.0,60.0,50.0,50.0,50.0,70.0,50.0,50.0,56.83,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,2,3
stu_51d1689a3e54b78b,Kinh doanh số,kinh doanh so,23,5,Kinh doanh trên mạng xã hội,kinh doanh tren mang xa hoi,ueh_repository,UEH/63554,Các yếu tô ảnh hưởng đến hành vi mua hàng ngẫu hứng trên mạng xã hội,https://digital.lib.ueh.edu.vn/handle/UEH/63554,,partial_course_tokens_in_title; strong_course_tokens_in_secondary_text,50.83,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,56.0,UEH Repository: content match + confidence + publication year + views,1,1,4
stu_51d1689a3e54b78b,Kinh doanh số,kinh doanh so,23,1,Thương mại điện tử,thuong mai dien tu,ueh_repository,UEH/63432,"Pháp luật về hợp đồng thương mại điện tử của Hoa Kỳ, liên minh Châu Âu kinh nghiệm cho Việt Nam",https://digital.lib.ueh.edu.vn/handle/UEH/63432,,exact_course_in_title; exact_course_in_secondary_text,49.34,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,55.1,UEH Repository: content match + confidence + publication year + views,1,2,5
stu_52a69c7c5e697360,Công nghệ nghệ thuật - ArtTech,cong nghe nghe thuat arttech,24,5,Thiết kế UX/UI,thiet ke ux ui,tiki_book,198215131,"UX RESEARCH-Thấu Hiểu Người Dùng, Ung Dung Chiến Thắng",https://tiki.vn/sach-ux-research-thau-hieu-nguoi-dung-ung-dung-chien-thang-p198215131.html?spid=198215132,market research; research methodology; scientific research methods; qualitative research; quantitative research,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,32.14,medium,5.0,40.0,512.0,90350.0,60.0,100.0,81.69858546749478,68.64303429687847,70.0,94.51,73.21,55.12,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,1
stu_52a69c7c5e697360,Công nghệ nghệ thuật - ArtTech,cong nghe nghe thuat arttech,24,3,Công nghệ truyền thông sáng tạo,cong nghe truyen thong sang tao,tiki_book,11860704,Combo Marketing Căn Bản và Tiếp thị 4.0 - Dịch Chuyển Từ Truyền Thống Sang Công Nghệ Số ( Tặng Kèm Sổ Tay),https://tiki.vn/combo-marketing-can-ban-va-tiep-thi-4-0-dich-chuyen-tu-truyen-thong-sang-cong-nghe-so-tang-kem-so-tay-p11860704.html?spid=11860705,marketing căn bản,partial_course_tokens_in_title,36.67,medium,5.0,15.0,112.0,329000.0,60.0,100.0,60.99695188927519,52.001266005835745,70.0,88.3,55.15,53.52,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,2
stu_52a69c7c5e697360,Công nghệ nghệ thuật - ArtTech,cong nghe nghe thuat arttech,24,1,Thiết kế đồ họa số,thiet ke do hoa so,tiki_book,274890405,"- Nhận Diện Nghệ Thuật Đồ Họa - Để nghiên cứu , sáng tác và giảng dạy Thiết Kế Đồ Họa ( Tặng kèm sổ tay xương rồng )",https://tiki.vn/sach-nhan-dien-nghe-thuat-do-hoa-de-nghien-cuu-sang-tac-va-giang-day-thiet-ke-do-hoa-tang-kem-so-tay-xuong-rong-p274890405.html?spid=274890406,thiết kế nghiên cứu,strong_course_tokens_in_title; partial_course_tokens_in_secondary_text,57.58,medium,0.0,0.0,4.0,560000.0,60.0,50.0,50.0,17.703817036775103,70.0,50.0,29.01,53.26,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,3
stu_52a69c7c5e697360,Công nghệ nghệ thuật - ArtTech,cong nghe nghe thuat arttech,24,4,Mỹ thuật ứng dụng,my thuat ung dung,tiki_book,166192406,Mô Hình Đất Nền Địa Kỹ Thuật Ứng Dụng Trong Plaxis Software - Tập 1,https://tiki.vn/sach-mo-hinh-dat-nen-dia-ky-thuat-ung-dung-trong-plaxis-software-tap-1-p166192406.html?spid=177136415,software engineering,strong_course_tokens_in_title,40.56,medium,5.0,1.0,18.0,113000.0,60.0,100.0,15.249237972318797,32.38882877083084,70.0,74.57,26.39,48.9,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,4
stu_52a69c7c5e697360,Công nghệ nghệ thuật - ArtTech,cong nghe nghe thuat arttech,24,2,Nghệ thuật tương tác,nghe thuat tuong tac,tiki_book,22885082,Combo Sách Kinh Doanh Hay : Ideal Man Người Hùng Ý Tưởng + The Art Of Strategy - Nghệ Thuật Tư Duy Chiến Lược - Tặng Kèm Postcard HAPPY LIFE,https://tiki.vn/combo-sach-kinh-doanh-hay-ideal-man-nguoi-hung-y-tuong-the-art-of-strategy-nghe-thuat-tu-duy-chien-luoc-tang-kem-postcard-happy-life-p22885082.html?spid=277115113,brand strategy,partial_course_tokens_in_title,21.36,low,0.0,0.0,,481000.0,30.0,50.0,50.0,50.0,70.0,50.0,50.0,34.11,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,5
stu_52f96fd3b574acdc,Marketing,marketing,25,5,Marketing dịch vụ,marketing dich vu,ueh_repository,UEH/63123,Giải pháp hoàn thiện marketing dịch vụ ngân hàng bán lẻ tại Ngân hàng Thương Mại Cổ Phần Công Thương Việt Nam – CN 10 TP. HCM,https://digital.lib.ueh.edu.vn/handle/UEH/63123,,exact_course_in_title; exact_course_in_secondary_text; exact_major_in_title,100.0,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,95.5,UEH Repository: content match + confidence + publication year + views,1,1,1
stu_52f96fd3b574acdc,Marketing,marketing,25,5,Marketing dịch vụ,marketing dich vu,tiki_book,279406046,Giáo Trình Marketing Dịch Vụ Tài Chính Ngân Hàng - TS. Phạm Thu Thuỷ - Học Viện Ngân Hàng,https://tiki.vn/sach-giao-trinh-marketing-dich-vu-tai-chinh-ngan-hang-ts-pham-thu-thuy-hoc-vien-ngan-hang-p279406046.html?spid=279406047,sách ngân hàng; nghiệp vụ ngân hàng; tín dụng ngân hàng,exact_course_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,100.0,high,0.0,0.0,,209500.0,100.0,50.0,50.0,50.0,100.0,50.0,50.0,85.0,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,2,2
stu_52f96fd3b574acdc,Marketing,marketing,25,1,Quản trị Marketing,quan tri marketing,tiki_book,68554548,Quản Trị Marketing,https://tiki.vn/quan-tri-marketing-p68554548.html?spid=160793031,quản trị kinh doanh; quản trị logistics; quản trị nhà hàng,exact_course_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,78.88,high,4.6,28.0,160.0,658000.0,100.0,92.0,74.08050825970243,55.89544801482909,100.0,86.62,62.26,82.83,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,3
stu_52f96fd3b574acdc,Marketing,marketing,25,4,Quản trị thương hiệu,quan tri thuong hieu,tiki_book,42531744,Combo Sách : Learn Branding - Xây Dựng Thương Hiệu Tinh Gọn + Quản Trị Thương Hiệu Trực Tuyến,https://tiki.vn/combo-sach-learn-branding-xay-dung-thuong-hieu-tinh-gon-quan-tri-thuong-hieu-truc-tuyen-p42531744.html?spid=121366049,branding,exact_course_in_title,74.5,high,0.0,0.0,,266000.0,100.0,50.0,50.0,50.0,100.0,50.0,50.0,73.53,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,4
stu_52f96fd3b574acdc,Marketing,marketing,25,2,Hành vi người tiêu dùng,hanh vi nguoi tieu dung,ueh_repository,UEH/61412,Nghiên cứu hành vi mua sắm trực tuyến của người tiêu dùng tại TP. Hồ Chí Minh ngành hàng thời trang,https://digital.lib.ueh.edu.vn/handle/UEH/61412,,strong_course_tokens_in_title; strong_course_tokens_in_secondary_text,56.23,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,59.24,UEH Repository: content match + confidence + publication year + views,1,1,5
stu_530dc9bf55657acc,Ngân hàng,ngan hang,23,3,Thanh toán quốc tế,thanh toan quoc te,tiki_book,248861528,Cẩm Nang Thanh Toán Quốc Tế Và Tài Trợ Ngoại Thương - Dành Cho Cao Học Và NCS ( Tái Bản 2023),https://tiki.vn/cam-nang-thanh-toan-quoc-te-va-tai-tro-ngoai-thuong-danh-cho-cao-hoc-va-ncs-tai-ban-2023-p248861528.html?spid=248861529,thanh toán quốc tế,exact_course_in_title; exact_course_in_secondary_text,100.0,high,5.0,2.0,6.0,595000.0,100.0,100.0,24.169470350698415,21.405011639608446,100.0,77.25,22.37,84.94,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,1
stu_530dc9bf55657acc,Ngân hàng,ngan hang,23,2,Tín dụng ngân hàng,tin dung ngan hang,ueh_repository,UEH/61699,Giải pháp giảm tình trạng nghỉ việc của nhân viên tín dụng Ngân hàng TMCP Quân đội - chi nhánh Tân Tạo,https://digital.lib.ueh.edu.vn/handle/UEH/61699,,exact_course_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,77.17,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,81.8,UEH Repository: content match + confidence + publication year + views,1,1,2
stu_530dc9bf55657acc,Ngân hàng,ngan hang,23,2,Tín dụng ngân hàng,tin dung ngan hang,tiki_book,533058,Tài Trợ Tín Dụng Ngân Hàng Cho Các Doanh Nghiệp Nhỏ Và Vừa,https://tiki.vn/sach-tai-tro-tin-dung-ngan-hang-cho-cac-doanh-nghiep-nho-va-vua-p533058.html?spid=89424681,sách ngân hàng; tín dụng ngân hàng,exact_course_in_title; exact_course_in_secondary_text; exact_major_in_title,88.57,high,5.0,2.0,32.0,27000.0,100.0,100.0,24.169470350698415,38.461583176131285,100.0,77.25,33.46,81.46,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,2,3
stu_530dc9bf55657acc,Ngân hàng,ngan hang,23,6,Ngân hàng số,ngan hang so,ueh_repository,UEH/63988,Ảnh hưởng của chất lượng dịch vụ ngân hàng số đến sự hài lòng và lòng trung thành của khách hàng đối với ngân hàng trong bối cảnh Covid - 19,https://digital.lib.ueh.edu.vn/handle/UEH/63988,,exact_course_in_title; exact_course_in_secondary_text; exact_major_in_title,75.68,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,80.91,UEH Repository: content match + confidence + publication year + views,1,1,4
stu_530dc9bf55657acc,Ngân hàng,ngan hang,23,5,Ngân hàng trung ương,ngan hang trung uong,tiki_book,403211,Bài Tập Và Bài Giải Nghiệp Vụ Ngân Hàng Trung Ương,https://tiki.vn/sach-bai-tap-va-bai-giai-nghiep-vu-ngan-hang-trung-uong-p403211.html?spid=89424670,nghiệp vụ ngân hàng,exact_course_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,82.04,high,5.0,5.0,45.0,32000.0,100.0,100.0,39.418708323017206,42.115055361380044,100.0,81.83,41.17,80.37,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,5
stu_53326ff73dbce0e6,Công nghệ thông tin,cong nghe thong tin,25,5,Trí tuệ nhân tạo,tri tue nhan tao,ueh_repository,UEH/62540,Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62540,,exact_course_in_title; exact_course_in_secondary_text,81.37,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,84.32,UEH Repository: content match + confidence + publication year + views,1,1,1
stu_53326ff73dbce0e6,Công nghệ thông tin,cong nghe thong tin,25,1,Lập trình hướng đối tượng,lap trinh huong doi tuong,tiki_book,273585809,Công Nghệ Thông Tin- Giáo Trình C++ Và Lập Trình Hướng Đối Tượng,https://tiki.vn/sach-cong-nghe-thong-tin-giao-trinh-c-va-lap-trinh-huong-doi-tuong-p273585809.html?spid=277460817,công nghệ thông tin; sách công nghệ thông tin,exact_course_in_title; exact_major_in_title,93.35,high,0.0,0.0,,165733.0,100.0,50.0,50.0,50.0,100.0,50.0,50.0,82.01,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,2
stu_53326ff73dbce0e6,Công nghệ thông tin,cong nghe thong tin,25,5,Trí tuệ nhân tạo,tri tue nhan tao,tiki_book,279233260,Hiểu Về Trí Tuệ Nhân Tạo - AI,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261,trí tuệ nhân tạo,exact_course_in_title; exact_course_in_secondary_text,100.0,high,0.0,0.0,4.0,123200.0,100.0,50.0,50.0,17.703817036775103,100.0,50.0,29.01,81.85,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,2,3
stu_53326ff73dbce0e6,Công nghệ thông tin,cong nghe thong tin,25,6,Điện toán đám mây,dien toan dam may,tiki_book,5929511,Cố Định Một Đám Mây,https://tiki.vn/sach-co-dinh-mot-dam-may-p5929511.html?spid=5929513,điện toán đám mây,partial_course_tokens_in_title; exact_course_in_secondary_text,41.99,medium,4.6,37.0,2044.0,102500.0,60.0,92.0,80.02689551398049,83.85468375324592,80.0,88.41,82.51,60.53,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,4
stu_53326ff73dbce0e6,Công nghệ thông tin,cong nghe thong tin,25,2,Cơ sở dữ liệu,co so du lieu,ueh_repository,UEH/62516,Ứng dụng Big Data và ai trong xây dựng và khai thác cơ sở dữ liệu quốc gia về giá bất động sản tại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62516,,exact_course_in_title; exact_course_in_secondary_text,55.89,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,59.03,UEH Repository: content match + confidence + publication year + views,1,1,5
stu_5339b02d1adb08be,Quản trị Hải quan - Ngoại thương,quan tri hai quan ngoai thuong,25,5,Thương mại quốc tế,thuong mai quoc te,ueh_repository,UEH/63972,Bảo vệ sức khỏe và phát triển thương mại quốc tế qua các tranh luận pháp lý về tính cần thiết và căn cứ khoa học trong biện pháp vệ sinh dịch tễ,https://digital.lib.ueh.edu.vn/handle/UEH/63972,,exact_course_in_title; exact_course_in_secondary_text,84.86,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,86.42,UEH Repository: content match + confidence + publication year + views,1,1,1
stu_5339b02d1adb08be,Quản trị Hải quan - Ngoại thương,quan tri hai quan ngoai thuong,25,5,Thương mại quốc tế,thuong mai quoc te,tiki_book,447075,Soạn Thảo Và Dịch Hợp Đồng Thương Mại Quốc Tế (Tái Bản),https://tiki.vn/sach-soan-thao-va-dich-hop-dong-thuong-mai-quoc-te-tai-ban-p447075.html?spid=153807,hợp đồng thương mại,exact_course_in_title; partial_course_tokens_in_secondary_text,75.9,high,4.8,50.0,546.0,264000.0,100.0,96.0,86.50016391993516,69.34893682664179,100.0,93.15,75.35,84.43,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,2,2
stu_5339b02d1adb08be,Quản trị Hải quan - Ngoại thương,quan tri hai quan ngoai thuong,25,6,Quản lý chuỗi cung ứng toàn cầu,quan ly chuoi cung ung toan cau,tiki_book,273744608,Quản lý chuỗi cung ứng thực phẩm và logistics,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609,logistics; sách logistics; quản trị logistics; quản trị chuỗi cung ứng,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,36.86,medium,5.0,17.0,200.0,134000.0,60.0,100.0,63.58817867371562,58.33635398864983,70.0,89.08,60.17,54.47,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,3
stu_5339b02d1adb08be,Quản trị Hải quan - Ngoại thương,quan tri hai quan ngoai thuong,25,4,Thuế xuất nhập khẩu,thue xuat nhap khau,tiki_book,279103684,Biểu Thuế Xuất Khẩu - Nhập Khẩu Năm 2026 (Export Import Tax 2026),https://tiki.vn/bieu-thue-xuat-khau-nhap-khau-nam-2026-export-import-tax-2026-p279103684.html?spid=279103685,tax; xuất nhập khẩu,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,41.45,medium,0.0,0.0,1.0,800000.0,60.0,50.0,50.0,7.6246189861593985,70.0,50.0,22.46,45.02,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,4
stu_5339b02d1adb08be,Quản trị Hải quan - Ngoại thương,quan tri hai quan ngoai thuong,25,6,Quản lý chuỗi cung ứng toàn cầu,quan ly chuoi cung ung toan cau,ueh_repository,UEH/63272,Giải pháp hoàn thiện hoạt động chuỗi cung ứng tại Công ty TNHH Thương mại và Dịch vụ Lâm Thanh,https://digital.lib.ueh.edu.vn/handle/UEH/63272,,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,22.13,low,,,,,30.0,80.0,50.0,50.0,50.0,80.0,50.0,31.28,UEH Repository: content match + confidence + publication year + views,1,2,5
stu_538095b7d63ba344,Công nghệ Tài chính,cong nghe tai chinh,23,1,Công nghệ Blockchain,cong nghe blockchain,ueh_repository,UEH/62541,Xây dựng thị trường chứng khoán phi tập trung dựa trên công nghệ Blockchain,https://digital.lib.ueh.edu.vn/handle/UEH/62541,,exact_course_in_title; exact_course_in_secondary_text,68.22,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,76.43,UEH Repository: content match + confidence + publication year + views,1,1,1
stu_538095b7d63ba344,Công nghệ Tài chính,cong nghe tai chinh,23,1,Công nghệ Blockchain,cong nghe blockchain,tiki_book,5563321,"Bùng Nổ Bitcoin - Công Nghệ Blockchain, Fintech 4.0 hay Bong Bóng?",https://tiki.vn/bung-no-bitcoin-cong-nghe-blockchain-fintech-4-0-hay-bong-bong-p5563321.html?spid=20485533,fintech,exact_course_in_title,64.69,medium,5.0,20.0,200.0,248000.0,60.0,100.0,66.97949362991531,58.33635398864983,100.0,90.09,61.36,68.83,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,2,2
stu_538095b7d63ba344,Công nghệ Tài chính,cong nghe tai chinh,23,6,Quản lý rủi ro số,quan ly rui ro so,ueh_repository,UEH/61159,Quản lý rủi ro tác nghiệp đối với hoạt động tín dụng tại Ngân hàng TMCP Công thương Việt Nam chi nhánh Cần Thơ,https://digital.lib.ueh.edu.vn/handle/UEH/61159,,strong_course_tokens_in_title; strong_course_tokens_in_secondary_text,54.33,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,58.1,UEH Repository: content match + confidence + publication year + views,1,1,3
stu_538095b7d63ba344,Công nghệ Tài chính,cong nghe tai chinh,23,5,Trí tuệ nhân tạo trong tài chính,tri tue nhan tao trong tai chinh,tiki_book,279233260,Hiểu Về Trí Tuệ Nhân Tạo - AI,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261,trí tuệ nhân tạo,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,58.34,medium,0.0,0.0,4.0,123200.0,60.0,50.0,50.0,17.703817036775103,70.0,50.0,29.01,53.6,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,4
stu_538095b7d63ba344,Công nghệ Tài chính,cong nghe tai chinh,23,5,Trí tuệ nhân tạo trong tài chính,tri tue nhan tao trong tai chinh,ueh_repository,UEH/62540,Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62540,,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,44.4,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,52.14,UEH Repository: content match + confidence + publication year + views,1,2,5
stu_539c9ead59666c8b,Kinh doanh thương mại,kinh doanh thuong mai,25,6,Quản trị chuỗi cung ứng,quan tri chuoi cung ung,tiki_book,1208799,Nguyên Lý Quản Trị Chuỗi Cung Ứng,https://tiki.vn/sach-nguyen-ly-quan-tri-chuoi-cung-ung-p1208799.html?spid=1208801,chuỗi cung ứng; quản trị chuỗi cung ứng,exact_course_in_title; exact_course_in_secondary_text,93.0,high,4.8,152.0,2436.0,149200.0,100.0,96.0,100.0,85.78375358987726,100.0,97.2,90.76,95.04,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,1
stu_539c9ead59666c8b,Kinh doanh thương mại,kinh doanh thuong mai,25,6,Quản trị chuỗi cung ứng,quan tri chuoi cung ung,ueh_repository,UEH/63529,Giải pháp nâng cao hiệu quả quản trị chuỗi cung ứng của công ty xi măng Fico-YTL,https://digital.lib.ueh.edu.vn/handle/UEH/63529,,exact_course_in_title; exact_course_in_secondary_text,87.91,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,88.25,UEH Repository: content match + confidence + publication year + views,1,2,2
stu_539c9ead59666c8b,Kinh doanh thương mại,kinh doanh thuong mai,25,4,Định giá sản phẩm,dinh gia san pham,tiki_book,68459988,Combo Định Giá Gia Tăng Lợi Nhuận: Định Giá Dựa Trên Giá Trị + Những Đòn Tâm Lý Trong Định Giá Sản Phẩm,https://tiki.vn/combo-dinh-gia-gia-tang-loi-nhuan-dinh-gia-dua-tren-gia-tri-nhung-don-tam-ly-trong-dinh-gia-san-pham-p68459988.html?spid=70885394,định giá doanh nghiệp,exact_course_in_title; partial_course_tokens_in_secondary_text,100.0,high,0.0,0.0,2.0,359500.0,100.0,50.0,50.0,12.084735175349207,100.0,50.0,25.36,81.3,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,3
stu_539c9ead59666c8b,Kinh doanh thương mại,kinh doanh thuong mai,25,1,Quản trị bán hàng,quan tri ban hang,tiki_book,273341092,Quản Trị Bán Hàng Hiệu Quả - Sales Management That Works,https://tiki.vn/quan-tri-ban-hang-hieu-qua-sales-management-that-works-p273341092.html?spid=273341093,operations management; human resource management; sales; financial management; quản trị rủi ro ngân hàng; supply chain management; hotel management; restaurant management; time management,exact_course_in_title; partial_course_tokens_in_secondary_text,83.89,high,5.0,1.0,17.0,200200.0,100.0,100.0,15.249237972318797,31.79408933685781,100.0,74.57,26.0,77.84,Tiki: content match + confidence + rating + review_count + quantity_sold + search keywords,1,1,4
stu_539c9ead59666c8b,Kinh doanh thương mại,kinh doanh thuong mai,25,5,Hành vi người tiêu dùng,hanh vi nguoi tieu dung,ueh_repository,UEH/61412,Nghiên cứu hành vi mua sắm trực tuyến của người tiêu dùng tại TP. Hồ Chí Minh ngành hàng thời trang,https://digital.lib.ueh.edu.vn/handle/UEH/61412,,strong_course_tokens_in_title; strong_course_tokens_in_secondary_text,56.29,medium,,,,,60.0,80.0,50.0,50.0,50.0,80.0,50.0,59.27,UEH Repository: content match + confidence + publication year + views,1,1,5
stu_539ee3621224f135,Kiểm toán,kiem toan,25,2,Kiểm toán nội bộ,kiem toan noi bo,ueh_repository,UEH/61472,Hoàn thiện công tác kiểm toán nội bộ trong các Ngân hàng Thương mại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/61472,,exact_course_in_title; exact_course_in_secondary_text; exact_major_in_title,85.83,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,87.0,UEH Repository: content match + confidence + publication year + views,1,1,1
stu_539ee3621224f135,Kiểm toán,kiem toan,25,6,Đạo đức nghề nghiệp kiểm toán,dao duc nghe nghiep kiem toan,ueh_repository,UEH/61149,Áp dụng mô hình tam giác gian lận trong vấn đề đạo đức nghề nghiệp của kiểm toán viên Nhà nước,https://digital.lib.ueh.edu.vn/handle/UEH/61149,,strong_course_tokens_in_title; strong_course_tokens_in_secondary_text; exact_major_in_title,76.58,high,,,,,100.0,80.0,50.0,50.0,50.0,80.0,50.0,81.45,UEH Repository: content match + confidence + publication year + views,1,1,2
