student_token,email_order,email_line,recommendation_score,resource_url
stu_3d02e934d1362a6d,1,[high_priority] Giải pháp hoàn thiện chiến lược marketing mix tại Công ty Bảo hiểm nhân thọ Generali Việt  - Bảo hiểm nhân thọ,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/63650
stu_3d02e934d1362a6d,2,[high_priority] Rủi ro phí bảo hiểm và việc xác định khả năng thanh toán của các doanh nghiệp bảo hiểm phi - Bảo hiểm phi nhân thọ,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/62556
stu_3d02e934d1362a6d,3,[high_priority] Tác động của quản trị tri thức đến kết quả công việc của nhân viên:|bnghiên cứu trường hợp - Tái bảo hiểm,92.58,https://digital.lib.ueh.edu.vn/handle/UEH/61638
stu_3d2f8f337ef82be7,1,[high_priority] Hoàn thiện công tác kiểm toán nội bộ trong các Ngân hàng Thương mại Việt Nam - Kiểm toán nội bộ,84.04,https://digital.lib.ueh.edu.vn/handle/UEH/61472
stu_3d2f8f337ef82be7,2,[high_priority] Kế Toán Tài Chính Doanh Nghiệp Thương Mại Dịch Vụ - Kế toán tài chính,81.35,https://tiki.vn/ke-toan-tai-chinh-doanh-nghiep-thuong-mai-dich-vu-p56602776.html?spid=56602777
stu_3d2f8f337ef82be7,3,[high_priority] Ứng dụng Phân tích báo cáo tài chính và định giá doanh nghiệp trong thực tiễn - Phân tích báo cáo tài chính,80.41,https://tiki.vn/ung-dung-phan-tich-bao-cao-tai-chinh-va-dinh-gia-doanh-nghiep-trong-thuc-tien-p274409757.html?spid=274409758
stu_3d4e932dd3b34f88,1,"[optional] UX RESEARCH-Thấu Hiểu Người Dùng, Ung Dung Chiến Thắng - Thiết kế UX/UI",55.12,https://tiki.vn/sach-ux-research-thau-hieu-nguoi-dung-ung-dung-chien-thang-p198215131.html?spid=198215132
stu_3d4e932dd3b34f88,2,[optional] Combo Marketing Căn Bản và Tiếp thị 4.0 - Dịch Chuyển Từ Truyền Thống Sang Công Nghệ Số (  - Công nghệ truyền thông sáng tạo,53.52,https://tiki.vn/combo-marketing-can-ban-va-tiep-thi-4-0-dich-chuyen-tu-truyen-thong-sang-cong-nghe-so-tang-kem-so-tay-p11860704.html?spid=11860705
stu_3d4e932dd3b34f88,3,"[optional] - Nhận Diện Nghệ Thuật Đồ Họa - Để nghiên cứu , sáng tác và giảng dạy Thiết Kế Đồ Họa ( Tặ - Thiết kế đồ họa số",53.26,https://tiki.vn/sach-nhan-dien-nghe-thuat-do-hoa-de-nghien-cuu-sang-tac-va-giang-day-thiet-ke-do-hoa-tang-kem-so-tay-xuong-rong-p274890405.html?spid=274890406
stu_3d5bcf270d5fb447,1,[high_priority] Phân tích kỹ thuật trong thị trường tài chính - Phân tích kỹ thuật,96.42,https://tiki.vn/phan-tich-ky-thuat-trong-thi-truong-tai-chinh-p77339644.html?spid=84882958
stu_3d5bcf270d5fb447,2,[high_priority] Thị Trường Tài Chính - Thị trường tài chính,84.89,https://tiki.vn/sach-thi-truong-tai-chinh-p531592.html?spid=89424628
stu_3d5bcf270d5fb447,3,[high_priority] Ảnh hưởng của các yếu tố tài chính hành vi suy nghiệm đến hiệu suất đầu tư của nh - Tài chính hành vi,84.74,https://digital.lib.ueh.edu.vn/handle/UEH/62544
stu_3d72b0df6e9ab031,1,[high_priority] Thuế Và Kế Toán Thuế 2022 - Áp Dụng Cho Các Doanh nghiệp Việt Nam - Kế toán thuế,85.09,https://tiki.vn/thue-va-ke-toan-thue-2022-ap-dung-cho-cac-doanh-nghiep-viet-nam-p209601948.html?spid=209601949
stu_3d72b0df6e9ab031,2,[high_priority] Giải pháp hoàn thiện hoạt động kiểm toán ngân sách địa phương tại Kiểm toán Nhà nước khu v - Kiểm toán nhà nước,83.47,https://digital.lib.ueh.edu.vn/handle/UEH/61237
stu_3d72b0df6e9ab031,3,[high_priority] Cân đối ngân sách nhà nước trong điều kiện áp dụng Luật Ngân sách Nhà nước năm 2015 – Trườ - Luật ngân sách nhà nước,80.1,https://digital.lib.ueh.edu.vn/handle/UEH/62678
stu_3da1e4ee1a91f291,1,[high_priority] - Giáo trình cấu trúc dữ liệu và giải thuật - Cấu trúc dữ liệu và giải thuật,85.18,https://tiki.vn/sach-giao-trinh-cau-truc-du-lieu-va-giai-thuat-p269955449.html?spid=269955450
stu_3da1e4ee1a91f291,2,[optional] The Experience Economy: Nền Kinh Tế Trải Nghiệm - Biến Dịch Vụ Của Bạn Thành Trải Nghiệm K - Trình biên dịch,44.76,https://tiki.vn/the-experience-economy-nen-kinh-te-trai-nghiem-bien-dich-vu-cua-ban-thanh-trai-nghiem-khach-hang-p182480871.html?spid=258929164
stu_3da1e4ee1a91f291,3,"[optional] Đặc điểm quá tự tin, thù lao giám đốc điều hành và hiệu quả hoạt động của các doanh nghiệp - Hệ điều hành",42.49,https://digital.lib.ueh.edu.vn/handle/UEH/63620
stu_3db8e6b643b2fed4,1,[high_priority] Định vị hệ thống ngân hàng Việt Nam trong kỷ nguyên chuyển đổi số - Hệ thống nhúng,91.97,https://digital.lib.ueh.edu.vn/handle/UEH/62539
stu_3db8e6b643b2fed4,2,[high_priority] Giáo trình Thị giác máy tính - Thị giác máy tính,85.0,https://tiki.vn/giao-trinh-thi-giac-may-tinh-p279380903.html?spid=279380904
stu_3db8e6b643b2fed4,3,[high_priority] Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt  - Trí tuệ nhân tạo,84.7,https://digital.lib.ueh.edu.vn/handle/UEH/62540
stu_3de3a577d6233cbb,1,[high_priority] Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt  - Trí tuệ nhân tạo,84.32,https://digital.lib.ueh.edu.vn/handle/UEH/62540
stu_3de3a577d6233cbb,2,[high_priority] Công Nghệ Thông Tin- Giáo Trình C++ Và Lập Trình Hướng Đối Tượng - Lập trình hướng đối tượng,82.01,https://tiki.vn/sach-cong-nghe-thong-tin-giao-trinh-c-va-lap-trinh-huong-doi-tuong-p273585809.html?spid=277460817
stu_3de3a577d6233cbb,3,[high_priority] Hiểu Về Trí Tuệ Nhân Tạo - AI - Trí tuệ nhân tạo,81.85,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261
stu_3de7e20ee4a2c0e3,1,[high_priority] Phân tích kỹ thuật trong thị trường tài chính - Phân tích kỹ thuật,96.42,https://tiki.vn/phan-tich-ky-thuat-trong-thi-truong-tai-chinh-p77339644.html?spid=84882958
stu_3de7e20ee4a2c0e3,2,[recommended] Tác động của việc triển khai thị trường chứng khoán phái sinh lên độ biến động chỉ số cơ s - Thị trường phái sinh,76.77,https://digital.lib.ueh.edu.vn/handle/UEH/62149
stu_3de7e20ee4a2c0e3,3,[optional] Combo Phân tích chứng khoán+Tâm lý thị trường chứng khoán+Chiến lược đầu tư chứng khoán (3 - Phân tích chứng khoán cơ bản,59.73,https://tiki.vn/sach-combo-phan-tich-chung-khoan-tam-ly-thi-truong-chung-khoan-chien-luoc-dau-tu-chung-khoan-3-cuon-alphabooks-p208437274.html?spid=277159676
stu_3decf53dfa0449f3,1,"[high_priority] Luật sửa đổi bổ sung, một số điều của Luật Sở hữu trí tuệ - Luật sở hữu trí tuệ",84.98,https://digital.lib.ueh.edu.vn/handle/UEH/61661
stu_3decf53dfa0449f3,2,[high_priority] Luật Sở hữu trí tuệ (Hiện hành) - Nhà xuất bản Chính trị quốc gia Sự thật - Luật sở hữu trí tuệ,83.54,https://tiki.vn/luat-so-huu-tri-tue-hien-hanh-sua-doi-bo-sung-nam-2009-2019-2022-p277967579.html?spid=273678695
stu_3decf53dfa0449f3,3,[recommended] Giáo trình Luật Đầu tư Quốc tế - Luật đầu tư quốc tế,67.62,https://tiki.vn/giao-trinh-luat-dau-tu-quoc-te-p279390334.html?spid=279390335
stu_3df7c914bef2b4e2,1,[high_priority] Phân tích kỹ thuật trong thị trường tài chính - Phân tích kỹ thuật,96.42,https://tiki.vn/phan-tich-ky-thuat-trong-thi-truong-tai-chinh-p77339644.html?spid=84882958
stu_3df7c914bef2b4e2,2,[high_priority] Thị Trường Tài Chính - Thị trường tài chính,84.89,https://tiki.vn/sach-thi-truong-tai-chinh-p531592.html?spid=89424628
stu_3df7c914bef2b4e2,3,[high_priority] Ảnh hưởng của các yếu tố tài chính hành vi suy nghiệm đến hiệu suất đầu tư của nh - Tài chính hành vi,84.74,https://digital.lib.ueh.edu.vn/handle/UEH/62544
stu_3e0dd4b97dbc5db8,1,"[optional] UX RESEARCH-Thấu Hiểu Người Dùng, Ung Dung Chiến Thắng - Thiết kế UX/UI",55.12,https://tiki.vn/sach-ux-research-thau-hieu-nguoi-dung-ung-dung-chien-thang-p198215131.html?spid=198215132
stu_3e0dd4b97dbc5db8,2,[optional] Combo Marketing Căn Bản và Tiếp thị 4.0 - Dịch Chuyển Từ Truyền Thống Sang Công Nghệ Số (  - Công nghệ truyền thông sáng tạo,53.52,https://tiki.vn/combo-marketing-can-ban-va-tiep-thi-4-0-dich-chuyen-tu-truyen-thong-sang-cong-nghe-so-tang-kem-so-tay-p11860704.html?spid=11860705
stu_3e0dd4b97dbc5db8,3,"[optional] - Nhận Diện Nghệ Thuật Đồ Họa - Để nghiên cứu , sáng tác và giảng dạy Thiết Kế Đồ Họa ( Tặ - Thiết kế đồ họa số",53.26,https://tiki.vn/sach-nhan-dien-nghe-thuat-do-hoa-de-nghien-cuu-sang-tac-va-giang-day-thiet-ke-do-hoa-tang-kem-so-tay-xuong-rong-p274890405.html?spid=274890406
stu_3e2abaf30c06193a,1,[optional] Mật Mã Và An Toàn Thông Tin - Lý Thuyết Và Ứng Dụng - Mật mã học,54.62,https://tiki.vn/mat-ma-va-an-toan-thong-tin-ly-thuyet-va-ung-dung-p75618660.html?spid=75618661
stu_3e2abaf30c06193a,2,[optional] Quản trị rủi ro tín dụng theo Basel II tại Ngân hàng TMCP Phương Đông - Quản trị rủi ro CNTT,45.1,https://digital.lib.ueh.edu.vn/handle/UEH/63686
stu_3e2abaf30c06193a,3,[optional] Hoàn thiện hệ thống thông tin kế toán tại Công ty TNHH MTV Dịch vụ Công ích Quận 4 - An toàn hệ thống thông tin,45.02,https://digital.lib.ueh.edu.vn/handle/UEH/63105
stu_3e6e9f26792ac4b3,1,[high_priority] Toán tài chính ứng dụng - Toán tài chính ứng dụng,86.85,https://tiki.vn/toan-tai-chinh-ung-dung-p190743209.html?spid=190743210
stu_3e6e9f26792ac4b3,2,[high_priority] Xác Suất Thống Kê (Dùng cho sinh viên các trường Kỹ Thuật và Công Nghệ) - Xác suất và thống kê,82.5,https://tiki.vn/xac-suat-thong-ke-dung-cho-sinh-vien-cac-truong-ky-thuat-va-cong-nghe-tai-ban-lan-thu-tu-nam-2023-p270847837.html?spid=270847838
stu_3e6e9f26792ac4b3,3,[optional] HBR Onpoint 2021: Quản Lý Rủi Ro (Tái Bản 2022) - Quản lý rủi ro định lượng,52.17,https://tiki.vn/hbr-onpoint-2021-quan-ly-rui-ro-tai-ban-2022-p196280121.html?spid=197410266
stu_3e76dde060d026e9,1,[high_priority] Deep Learning - Cuộc Cách Mạng Học Sâu - Học sâu,95.89,https://tiki.vn/sach-deep-learning-cuoc-cach-mang-hoc-sau-p23088719.html?spid=23088720
stu_3e76dde060d026e9,2,[high_priority] Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hó - Trực quan hóa dữ liệu,89.93,https://tiki.vn/sach-storytelling-with-data-ke-chuyen-thong-qua-du-lieu-cuon-cam-nang-huong-dan-truc-quan-hoa-du-lieu-p76013378.html?spid=76013379
stu_3e76dde060d026e9,3,[high_priority] Thống Kê Ứng Dụng Trong Kinh Doanh (Kèm File CD Mềm) (KT) - Thống kê ứng dụng,85.9,https://tiki.vn/thong-ke-ung-dung-trong-kinh-doanh-kem-file-cd-mem-_kt-p271520993.html?spid=271520994
stu_3e8f6495d070a90d,1,[high_priority] Giải pháp hoàn thiện chiến lược marketing mix tại Công ty Bảo hiểm nhân thọ Generali Việt  - Bảo hiểm nhân thọ,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/63650
stu_3e8f6495d070a90d,2,[high_priority] Rủi ro phí bảo hiểm và việc xác định khả năng thanh toán của các doanh nghiệp bảo hiểm phi - Bảo hiểm phi nhân thọ,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/62556
stu_3e8f6495d070a90d,3,[high_priority] Tác động của quản trị tri thức đến kết quả công việc của nhân viên:|bnghiên cứu trường hợp - Tái bảo hiểm,92.58,https://digital.lib.ueh.edu.vn/handle/UEH/61638
stu_3e8f8ec2dc1d80e5,1,[high_priority] Deep Learning - Cuộc Cách Mạng Học Sâu - Học sâu,95.89,https://tiki.vn/sach-deep-learning-cuoc-cach-mang-hoc-sau-p23088719.html?spid=23088720
stu_3e8f8ec2dc1d80e5,2,[high_priority] Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hó - Trực quan hóa dữ liệu,89.93,https://tiki.vn/sach-storytelling-with-data-ke-chuyen-thong-qua-du-lieu-cuon-cam-nang-huong-dan-truc-quan-hoa-du-lieu-p76013378.html?spid=76013379
stu_3e8f8ec2dc1d80e5,3,[high_priority] Thống Kê Ứng Dụng Trong Kinh Doanh (Kèm File CD Mềm) (KT) - Thống kê ứng dụng,85.9,https://tiki.vn/thong-ke-ung-dung-trong-kinh-doanh-kem-file-cd-mem-_kt-p271520993.html?spid=271520994
stu_3e9b0c662af05404,1,[high_priority] - Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng - Thẩm định dự án,84.13,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156
stu_3e9b0c662af05404,2,[recommended] THE LITTLE BOOK - Quản trị rủi ro trong đầu tư chứng khoán - Rủi ro trong đầu tư,71.18,https://tiki.vn/the-little-book-quan-tri-rui-ro-trong-dau-tu-chung-khoan-p202217457.html?spid=202217458
stu_3e9b0c662af05404,3,[optional] Chiến Lược Đầu Tư Chứng Khoán (Tái Bản 2018) [Sách Tài Chính & Đầu Tư / Tặng Kèm Postcard  - Chính sách đầu tư,52.63,https://tiki.vn/chien-luoc-dau-tu-chung-khoan-tai-ban-2018-sach-tai-chinh-dau-tu-tang-kem-postcard-greenlife-p36827338.html?spid=36827339
stu_3ead5b17d47a7510,1,[high_priority] Hoàn thiện công tác kiểm toán nội bộ trong các Ngân hàng Thương mại Việt Nam - Kiểm toán nội bộ,84.04,https://digital.lib.ueh.edu.vn/handle/UEH/61472
stu_3ead5b17d47a7510,2,[high_priority] Kế Toán Tài Chính Doanh Nghiệp Thương Mại Dịch Vụ - Kế toán tài chính,81.35,https://tiki.vn/ke-toan-tai-chinh-doanh-nghiep-thuong-mai-dich-vu-p56602776.html?spid=56602777
stu_3ead5b17d47a7510,3,[high_priority] Ứng dụng Phân tích báo cáo tài chính và định giá doanh nghiệp trong thực tiễn - Phân tích báo cáo tài chính,80.41,https://tiki.vn/ung-dung-phan-tich-bao-cao-tai-chinh-va-dinh-gia-doanh-nghiep-trong-thuc-tien-p274409757.html?spid=274409758
stu_3eb9dc8637165f85,1,[recommended] Phân tích trải nghiệm khách hàng trực tuyến trong lĩnh vực khách sạn tiếp cận theo mô hình - Trải nghiệm khách hàng số,76.59,https://digital.lib.ueh.edu.vn/handle/UEH/61137
stu_3eb9dc8637165f85,2,[recommended] Sức Mạnh Thương Mại Điện Tử - 12 Tháng Kiếm 1 Triệu Đô Bằng Kinh Doanh Online - Bộ Sách Tr - Thương mại điện tử,71.51,https://tiki.vn/suc-manh-thuong-mai-dien-tu-12-thang-kiem-1-trieu-do-bang-kinh-doanh-online-bo-sach-tren-lung-khong-tuong-p149942445.html?spid=149942446
stu_3eb9dc8637165f85,3,[optional] Combo 2 Cuốn Tìm Hiểu Tâm Lý Khách Hàng-Khách Hàng Thật Sự Cần Gì?+Trải Nghiệm Khách Hàng  - Trải nghiệm khách hàng số,56.83,https://tiki.vn/combo-2-cuon-tim-hieu-tam-ly-khach-hang-khach-hang-that-su-can-gi-trai-nghiem-khach-hang-xuat-sac-p273593520.html?spid=275118959
stu_3ec5ffe8ce82aae6,1,[high_priority] Toán tài chính ứng dụng - Toán tài chính ứng dụng,86.85,https://tiki.vn/toan-tai-chinh-ung-dung-p190743209.html?spid=190743210
stu_3ec5ffe8ce82aae6,2,[high_priority] Xác Suất Thống Kê (Dùng cho sinh viên các trường Kỹ Thuật và Công Nghệ) - Xác suất và thống kê,82.5,https://tiki.vn/xac-suat-thong-ke-dung-cho-sinh-vien-cac-truong-ky-thuat-va-cong-nghe-tai-ban-lan-thu-tu-nam-2023-p270847837.html?spid=270847838
stu_3ec5ffe8ce82aae6,3,[optional] HBR Onpoint 2021: Quản Lý Rủi Ro (Tái Bản 2022) - Quản lý rủi ro định lượng,52.17,https://tiki.vn/hbr-onpoint-2021-quan-ly-rui-ro-tai-ban-2022-p196280121.html?spid=197410266
stu_3eebd5b2565cad7a,1,[high_priority] Thuế Và Kế Toán Thuế 2022 - Áp Dụng Cho Các Doanh nghiệp Việt Nam - Kế toán thuế,85.09,https://tiki.vn/thue-va-ke-toan-thue-2022-ap-dung-cho-cac-doanh-nghiep-viet-nam-p209601948.html?spid=209601949
stu_3eebd5b2565cad7a,2,[high_priority] Giải pháp hoàn thiện hoạt động kiểm toán ngân sách địa phương tại Kiểm toán Nhà nước khu v - Kiểm toán nhà nước,83.47,https://digital.lib.ueh.edu.vn/handle/UEH/61237
stu_3eebd5b2565cad7a,3,[high_priority] Cân đối ngân sách nhà nước trong điều kiện áp dụng Luật Ngân sách Nhà nước năm 2015 – Trườ - Luật ngân sách nhà nước,80.1,https://digital.lib.ueh.edu.vn/handle/UEH/62678
stu_3f1f2ceb8f582e18,1,[high_priority] Áp dụng của tư duy thiết kế vào chuyển đổi số: lý thuyết và bài học thực tiễn - Tư duy thiết kế,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/62528
stu_3f1f2ceb8f582e18,2,[high_priority] Bộ Công Cụ Tư Duy Thiết Kế - Tư duy thiết kế,89.93,https://tiki.vn/sach-bo-cong-cu-tu-duy-thiet-ke-p241791153.html?spid=241791154
stu_3f1f2ceb8f582e18,3,"[high_priority] Khởi nghiệp công nghệ – Máu Bẩn (Bad Blood - Ảo tưởng, tham vọng, bí mật & sự dối trá tron - Khởi nghiệp công nghệ",80.02,https://tiki.vn/khoi-nghiep-cong-nghe-mau-ban-bad-blood-ao-tuong-tham-vong-bi-mat-su-doi-tra-trong-vu-lua-dao-lon-nhat-p260922789.html?spid=263589411
stu_3f51a004654da1d5,1,[high_priority] Cẩm Nang Thanh Toán Quốc Tế Và Tài Trợ Ngoại Thương - Dành Cho Cao Học Và NCS ( Tái Bản 20 - Thanh toán quốc tế,84.94,https://tiki.vn/cam-nang-thanh-toan-quoc-te-va-tai-tro-ngoai-thuong-danh-cho-cao-hoc-va-ncs-tai-ban-2023-p248861528.html?spid=248861529
stu_3f51a004654da1d5,2,[high_priority] Giải pháp giảm tình trạng nghỉ việc của nhân viên tín dụng Ngân hàng TMCP Quân đội - chi n - Tín dụng ngân hàng,81.8,https://digital.lib.ueh.edu.vn/handle/UEH/61699
stu_3f51a004654da1d5,3,[high_priority] Tài Trợ Tín Dụng Ngân Hàng Cho Các Doanh Nghiệp Nhỏ Và Vừa - Tín dụng ngân hàng,81.46,https://tiki.vn/sach-tai-tro-tin-dung-ngan-hang-cho-cac-doanh-nghiep-nho-va-vua-p533058.html?spid=89424681
stu_3f668a0ef4a6a5a6,1,[high_priority] Nghiên cứu các yếu tố ảnh hưởng đến sự hài lòng của người dân đối với dịch vụ hành chính c - Chính sách công,92.37,https://digital.lib.ueh.edu.vn/handle/UEH/61534
stu_3f668a0ef4a6a5a6,2,"[high_priority] Thị Trường, Nhà Nước Và Người Dân: Kinh Tế Học Về Chính Sách Công - Chính sách công",85.44,https://tiki.vn/thi-truong-nha-nuoc-va-nguoi-dan-kinh-te-hoc-ve-chinh-sach-cong-p168780451.html?spid=168780452
stu_3f668a0ef4a6a5a6,3,[recommended] Thực hiện tiết kiệm chi kinh phí quản lý hành chính tại Sở Tài chính tỉnh Bà Rịa - Vũng Tà - Quản lý hành chính công,79.7,https://digital.lib.ueh.edu.vn/handle/UEH/62794
stu_3f7cae46dd512963,1,[high_priority] Tóm Tắt - Bài Tập - Trắc Nghiệm Kinh Tế Vĩ Mô - Kinh tế vĩ mô,93.27,https://tiki.vn/tom-tat-bai-tap-trac-nghiem-kinh-te-vi-mo-p1197799.html?spid=74570330
stu_3f7cae46dd512963,2,"[high_priority] Đặc điểm công ty, các biến số kinh tế vĩ mô và giá chứng khoán: bằng chứng thực nghiệm tại - Kinh tế vi mô",86.33,https://digital.lib.ueh.edu.vn/handle/UEH/61183
stu_3f7cae46dd512963,3,[high_priority] Kinh Tế Phát Triển Căn Bản Và Nâng Cao - Kinh tế phát triển,82.24,https://tiki.vn/sach-kinh-te-phat-trien-can-ban-va-nang-cao-p716491.html?spid=162712941
stu_3f7e5047a964abcd,1,[high_priority] Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt  - Trí tuệ nhân tạo,84.32,https://digital.lib.ueh.edu.vn/handle/UEH/62540
stu_3f7e5047a964abcd,2,[high_priority] Công Nghệ Thông Tin- Giáo Trình C++ Và Lập Trình Hướng Đối Tượng - Lập trình hướng đối tượng,82.01,https://tiki.vn/sach-cong-nghe-thong-tin-giao-trinh-c-va-lap-trinh-huong-doi-tuong-p273585809.html?spid=277460817
stu_3f7e5047a964abcd,3,[high_priority] Hiểu Về Trí Tuệ Nhân Tạo - AI - Trí tuệ nhân tạo,81.85,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261
stu_3f7f2a48e4525d84,1,[high_priority] Phân tích kỹ thuật trong thị trường tài chính - Phân tích kỹ thuật,96.42,https://tiki.vn/phan-tich-ky-thuat-trong-thi-truong-tai-chinh-p77339644.html?spid=84882958
stu_3f7f2a48e4525d84,2,[recommended] Tác động của việc triển khai thị trường chứng khoán phái sinh lên độ biến động chỉ số cơ s - Thị trường phái sinh,76.77,https://digital.lib.ueh.edu.vn/handle/UEH/62149
stu_3f7f2a48e4525d84,3,[optional] Combo Phân tích chứng khoán+Tâm lý thị trường chứng khoán+Chiến lược đầu tư chứng khoán (3 - Phân tích chứng khoán cơ bản,59.73,https://tiki.vn/sach-combo-phan-tich-chung-khoan-tam-ly-thi-truong-chung-khoan-chien-luoc-dau-tu-chung-khoan-3-cuon-alphabooks-p208437274.html?spid=277159676
stu_3f9216d2884cdba0,1,[high_priority] Toán tài chính ứng dụng - Toán tài chính ứng dụng,86.85,https://tiki.vn/toan-tai-chinh-ung-dung-p190743209.html?spid=190743210
stu_3f9216d2884cdba0,2,[high_priority] Xác Suất Thống Kê (Dùng cho sinh viên các trường Kỹ Thuật và Công Nghệ) - Xác suất và thống kê,82.5,https://tiki.vn/xac-suat-thong-ke-dung-cho-sinh-vien-cac-truong-ky-thuat-va-cong-nghe-tai-ban-lan-thu-tu-nam-2023-p270847837.html?spid=270847838
stu_3f9216d2884cdba0,3,[optional] HBR Onpoint 2021: Quản Lý Rủi Ro (Tái Bản 2022) - Quản lý rủi ro định lượng,52.17,https://tiki.vn/hbr-onpoint-2021-quan-ly-rui-ro-tai-ban-2022-p196280121.html?spid=197410266
stu_3f96a72b089ffeb7,1,[high_priority] Phân tích triển vọng và định giá doanh nghiệp tại tập đoàn Vingroup - Định giá doanh nghiệp,95.5,https://digital.lib.ueh.edu.vn/handle/UEH/62670
stu_3f96a72b089ffeb7,2,[high_priority] Phân tích tài chính doanh nghiệp Tai bản lần thứ 5 - chỉnh sửa bổ sung năm 2021 (Tái bản 2 - Phân tích tài chính,94.45,https://tiki.vn/phan-tich-tai-chinh-doanh-nghiep-tai-ban-lan-thu-5-chinh-sua-bo-sung-nam-2021-tai-ban-2022-p91515694.html?spid=91515695
stu_3f96a72b089ffeb7,3,[high_priority] Ứng Dụng Phân Tích Báo Cáo Tài Chính Và Định Giá Doanh Nghiệp Trong Thực Tiễn - Định giá doanh nghiệp,91.73,https://tiki.vn/sach-ung-dung-phan-tich-bao-cao-tai-chinh-va-dinh-gia-doanh-nghiep-trong-thuc-tien-p274411010.html?spid=274411011
stu_3f9ccdf142b17221,1,[high_priority] - Quản Lý Dự Án Xây Dựng - Lập Và Thẩm Định Dự Án - TS. Bùi Ngọc Toàn - NXB Xây Dựng - Thẩm định dự án,84.13,https://tiki.vn/sach-quan-ly-du-an-xay-dung-lap-va-tham-dinh-du-an-ts-bui-ngoc-toan-nxb-xay-dung-p277392524.html?spid=279333156
stu_3f9ccdf142b17221,2,[recommended] THE LITTLE BOOK - Quản trị rủi ro trong đầu tư chứng khoán - Rủi ro trong đầu tư,71.18,https://tiki.vn/the-little-book-quan-tri-rui-ro-trong-dau-tu-chung-khoan-p202217457.html?spid=202217458
stu_3f9ccdf142b17221,3,[optional] Chiến Lược Đầu Tư Chứng Khoán (Tái Bản 2018) [Sách Tài Chính & Đầu Tư / Tặng Kèm Postcard  - Chính sách đầu tư,52.63,https://tiki.vn/chien-luoc-dau-tu-chung-khoan-tai-ban-2018-sach-tai-chinh-dau-tu-tang-kem-postcard-greenlife-p36827338.html?spid=36827339
stu_3fc61c1b3792e33f,1,[high_priority] Phân tích kỹ thuật trong thị trường tài chính - Phân tích kỹ thuật,96.42,https://tiki.vn/phan-tich-ky-thuat-trong-thi-truong-tai-chinh-p77339644.html?spid=84882958
stu_3fc61c1b3792e33f,2,[high_priority] Thị Trường Tài Chính - Thị trường tài chính,84.89,https://tiki.vn/sach-thi-truong-tai-chinh-p531592.html?spid=89424628
stu_3fc61c1b3792e33f,3,[high_priority] Ảnh hưởng của các yếu tố tài chính hành vi suy nghiệm đến hiệu suất đầu tư của nh - Tài chính hành vi,84.74,https://digital.lib.ueh.edu.vn/handle/UEH/62544
stu_3ff336e065b6e993,1,[high_priority] Thuế Và Kế Toán Thuế 2022 - Áp Dụng Cho Các Doanh nghiệp Việt Nam - Kế toán thuế,85.09,https://tiki.vn/thue-va-ke-toan-thue-2022-ap-dung-cho-cac-doanh-nghiep-viet-nam-p209601948.html?spid=209601949
stu_3ff336e065b6e993,2,[high_priority] Giải pháp hoàn thiện hoạt động kiểm toán ngân sách địa phương tại Kiểm toán Nhà nước khu v - Kiểm toán nhà nước,83.47,https://digital.lib.ueh.edu.vn/handle/UEH/61237
stu_3ff336e065b6e993,3,[high_priority] Cân đối ngân sách nhà nước trong điều kiện áp dụng Luật Ngân sách Nhà nước năm 2015 – Trườ - Luật ngân sách nhà nước,80.1,https://digital.lib.ueh.edu.vn/handle/UEH/62678
stu_4009c7414b4ef866,1,[high_priority] Nguyên Lý Quản Trị Chuỗi Cung Ứng - Quản trị chuỗi cung ứng,95.04,https://tiki.vn/sach-nguyen-ly-quan-tri-chuoi-cung-ung-p1208799.html?spid=1208801
stu_4009c7414b4ef866,2,[high_priority] Giải pháp nâng cao hiệu quả quản trị chuỗi cung ứng của công ty xi măng Fico-YTL - Quản trị chuỗi cung ứng,88.25,https://digital.lib.ueh.edu.vn/handle/UEH/63529
