student_token,major,course,tiki_title,tiki_score,tiki_confidence,repo_title,repo_score,repo_confidence
stu_3db8e6b643b2fed4,Kỹ sư Robot và Trí tuệ nhân tạo,Xử lý tín hiệu số,"Hướng Dẫn Soạn Thảo Hợp Đồng Theo Bộ Luật Dân Sự Số 91/2015/QH13: Kinh Nghiệm Soạn Thảo, Xử Lý Tranh Chấp, Biện Pháp Phòng Tránh Rủi Ro Pháp Lý",8.5,low,Xử lý hành vi xâm phạm quyền sở hữu công nghiệp đối với nhãn hiệu - Từ góc độ bảo vệ quyền lợi người tiêu dùng,8.75,low
stu_ebc94fc82d6d5590,Kỹ sư Robot và Trí tuệ nhân tạo,Xử lý tín hiệu số,"Hướng Dẫn Soạn Thảo Hợp Đồng Theo Bộ Luật Dân Sự Số 91/2015/QH13: Kinh Nghiệm Soạn Thảo, Xử Lý Tranh Chấp, Biện Pháp Phòng Tránh Rủi Ro Pháp Lý",8.5,low,Xử lý hành vi xâm phạm quyền sở hữu công nghiệp đối với nhãn hiệu - Từ góc độ bảo vệ quyền lợi người tiêu dùng,8.75,low
stu_b4130049154ea21a,Kỹ sư Robot và Trí tuệ nhân tạo,Xử lý tín hiệu số,"Hướng Dẫn Soạn Thảo Hợp Đồng Theo Bộ Luật Dân Sự Số 91/2015/QH13: Kinh Nghiệm Soạn Thảo, Xử Lý Tranh Chấp, Biện Pháp Phòng Tránh Rủi Ro Pháp Lý",8.5,low,Xử lý hành vi xâm phạm quyền sở hữu công nghiệp đối với nhãn hiệu - Từ góc độ bảo vệ quyền lợi người tiêu dùng,8.75,low
stu_a1dc78d801b4b55e,Kỹ sư Robot và Trí tuệ nhân tạo,Xử lý tín hiệu số,"Hướng Dẫn Soạn Thảo Hợp Đồng Theo Bộ Luật Dân Sự Số 91/2015/QH13: Kinh Nghiệm Soạn Thảo, Xử Lý Tranh Chấp, Biện Pháp Phòng Tránh Rủi Ro Pháp Lý",8.5,low,Xử lý hành vi xâm phạm quyền sở hữu công nghiệp đối với nhãn hiệu - Từ góc độ bảo vệ quyền lợi người tiêu dùng,8.75,low
stu_ac4abd368ce62e24,Kỹ sư Robot và Trí tuệ nhân tạo,Xử lý tín hiệu số,"Hướng Dẫn Soạn Thảo Hợp Đồng Theo Bộ Luật Dân Sự Số 91/2015/QH13: Kinh Nghiệm Soạn Thảo, Xử Lý Tranh Chấp, Biện Pháp Phòng Tránh Rủi Ro Pháp Lý",8.5,low,Xử lý hành vi xâm phạm quyền sở hữu công nghiệp đối với nhãn hiệu - Từ góc độ bảo vệ quyền lợi người tiêu dùng,8.75,low
stu_f2bae75835e29264,Kỹ sư Robot và Trí tuệ nhân tạo,Xử lý tín hiệu số,"Hướng Dẫn Soạn Thảo Hợp Đồng Theo Bộ Luật Dân Sự Số 91/2015/QH13: Kinh Nghiệm Soạn Thảo, Xử Lý Tranh Chấp, Biện Pháp Phòng Tránh Rủi Ro Pháp Lý",8.5,low,Xử lý hành vi xâm phạm quyền sở hữu công nghiệp đối với nhãn hiệu - Từ góc độ bảo vệ quyền lợi người tiêu dùng,8.75,low
stu_87a6a3b167c85478,Kỹ sư Robot và Trí tuệ nhân tạo,Xử lý tín hiệu số,"Hướng Dẫn Soạn Thảo Hợp Đồng Theo Bộ Luật Dân Sự Số 91/2015/QH13: Kinh Nghiệm Soạn Thảo, Xử Lý Tranh Chấp, Biện Pháp Phòng Tránh Rủi Ro Pháp Lý",8.5,low,Xử lý hành vi xâm phạm quyền sở hữu công nghiệp đối với nhãn hiệu - Từ góc độ bảo vệ quyền lợi người tiêu dùng,8.75,low
stu_b3f7d74eded5d032,Kỹ sư Robot và Trí tuệ nhân tạo,Xử lý tín hiệu số,"Hướng Dẫn Soạn Thảo Hợp Đồng Theo Bộ Luật Dân Sự Số 91/2015/QH13: Kinh Nghiệm Soạn Thảo, Xử Lý Tranh Chấp, Biện Pháp Phòng Tránh Rủi Ro Pháp Lý",8.5,low,Xử lý hành vi xâm phạm quyền sở hữu công nghiệp đối với nhãn hiệu - Từ góc độ bảo vệ quyền lợi người tiêu dùng,8.75,low
stu_677b96bbdd30b075,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_f3b6235fbd9cd819,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_7866af1fcd8ec6e8,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_da98fe673461589b,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_8002dc46fb90561e,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_2ba8a80b6a0c3f08,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_6e4e8f27ba83315c,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_802cc997b260f976,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_77df32deb018e7d0,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_baad4fbb7c89dfa8,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_267c3e0439655b3f,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_8747379452ac0659,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_0e34ddaa46c1cb29,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_fa9a0fec6ef3683c,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_9073d95ec45e90ab,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_b750251e08537d11,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_78a57814db23c595,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_72cdec30864e9c2c,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_d482e123599a788a,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_fadb504f23c5008a,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_bb19a4836f7581ff,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_59176c1b825ce109,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_f2fdcaf145490300,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_f5ba26783bf235a6,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_7e096a26aef08ae0,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_b69ce8781a228080,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_38fe82dfc755b552,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_51c3a0e68be68cc9,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_40f25bb19132d505,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_2386230909df6044,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_56ece45b73719b87,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_7fa8e6052ce423b1,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_df1e1e1db62bac6e,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_c770a43cc26e0012,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_22fa751311ad792a,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_1a23f3ab54b4392b,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
stu_92f7e95dfbdf94a0,Công nghệ Tài chính,Thanh toán số,​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính,10.75,low,Các yếu tố ảnh hưởng đến sự chấp nhận và truyền miệng điện tử (E-WOM) dịch vụ thanh toán điện tử của người tiêu dùng tại Thành phố Hồ Chí Minh,24.77,low
