major,major_norm,course,course_norm,rank,resource_type,resource_id,resource_title,score,confidence,match_reason,url,price,rating_average,review_count,quantity_sold,source_keys,year,collection,views,authors,popularity_score
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Hệ thống hỗ trợ quyết định,he thong ho tro quyet dinh,2,tiki_book,278294928,"Nghiệp Vụ Đấu Thầu Xây Lắp Qua Mạng - Hướng Dẫn Việc Cung Cấp, Đăng Tải Thông Tin Về Lựa Chọn Nhà Thầu Và Mẫu Hồ Sơ Đấu Thầu Trên Hệ Thống Mạng Đấu Thầu Quốc Gia",13.98,low,partial_course_tokens_in_title,https://tiki.vn/nghiep-vu-dau-thau-xay-lap-qua-mang-huong-dan-viec-cung-cap-dang-tai-thong-tin-ve-lua-chon-nha-thau-va-mau-ho-so-dau-thau-tren-he-thong-mang-dau-thau-quoc-gia-p278294928.html?spid=278294929,260000,0.0,0,,nghiệp vụ lễ tân; nghiệp vụ buồng phòng,,,,,0.0
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Hệ thống hỗ trợ quyết định,he thong ho tro quyet dinh,3,tiki_book,72639937,Luật Doanh Nghiệp Năm 2020 - Luật Hỗ Trợ Doanh Nghiệp Nhỏ Và Vừa Của Nước Cộng Hòa Xã Hội Chủ Nghĩa Việt Nam,12.44,low,partial_course_tokens_in_title,https://tiki.vn/sach-luat-doanh-nghiep-nam-2020-luat-ho-tro-doanh-nghiep-nho-va-vua-cua-nuoc-cong-hoa-xa-hoi-chu-nghia-viet-nam-p72639937.html?spid=72639938,48600,4.8,26,137,luật doanh nghiệp,,,,,14.671
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Hệ thống hỗ trợ quyết định,he thong ho tro quyet dinh,1,ueh_repository,UEH/63166,Ứng dụng trí tuệ kinh doanh (Business Intelligence) trong việc hỗ trợ ra quyết định điều hành tại Câu lạc bộ Vietnam Golf & Country Club,19.08,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63166,,,,,,2022,MASTER'S THESES,0,Võ Tấn Trung,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Hệ thống hỗ trợ quyết định,he thong ho tro quyet dinh,2,ueh_repository,UEH/63625,Ảnh hưởng của bất cân xứng thông tin đến quyết định tài trợ của doanh nghiệp: Trường hợp các doanh nghiệp niêm yết tại Việt Nam,16.43,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63625,,,,,,2022,MASTER'S THESES,0,Trần Thanh Tâm,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Hệ thống hỗ trợ quyết định,he thong ho tro quyet dinh,3,ueh_repository,UEH/63392,Tác động của cấu trúc sở hữu đến quyết định tài trợ của các doanh nghiệp ngành công nghiệp niêm yết trên sàn giao dịch chứng khoán TP.HCM,16.27,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63392,,,,,,2021,MASTER'S THESES,0,Trần Thúy Vi,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Khai phá dữ liệu,khai pha du lieu,1,tiki_book,48629551,Khoa Học Khám Phá - Dữ Liệu Lớn (Tái Bản),41.52,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-khoa-hoc-kham-pha-du-lieu-lon-tai-ban-p48629551.html?spid=111176680,116200,0.0,0,15,cơ sở dữ liệu; khoa học dữ liệu; sách khoa học dữ liệu,,,,,2.7726
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Khai phá dữ liệu,khai pha du lieu,2,tiki_book,128711608,- Khoa Học Khám Phá - Dữ Liệu Lớn - NXB Trẻ,41.52,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-khoa-hoc-kham-pha-du-lieu-lon-nxb-tre-p128711608.html?spid=275865891,140000,0.0,0,1,khoa học dữ liệu; sách khoa học dữ liệu,,,,,0.6931
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Khai phá dữ liệu,khai pha du lieu,3,tiki_book,79697456,Combo Khoa Học Khám Phá - Dữ Liệu Lớn và Feynman Chuyện Thật Như Đùa,41.52,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/combo-khoa-hoc-kham-pha-du-lieu-lon-va-feynman-chuyen-that-nhu-dua-p79697456.html?spid=79697457,241000,0.0,0,1,khoa học dữ liệu,,,,,0.6931
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Khai phá dữ liệu,khai pha du lieu,1,ueh_repository,UEH/63925,Ứng dụng công nghệ Data Lake trong quản lý và khai phá dữ liệu của ngân hàng,100.0,high,exact_course_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63925,,,,,,2022,MASTER'S THESES,0,Phan Vũ Thành Phương,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Khai phá dữ liệu,khai pha du lieu,2,ueh_repository,UEH/62516,Ứng dụng Big Data và ai trong xây dựng và khai thác cơ sở dữ liệu quốc gia về giá bất động sản tại Việt Nam,29.95,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/62516,,,,,,2021,Book Series,0,Nguyễn Quỳnh Hoa; Huỳnh Kiều Tiên; Hay Sinh; Trần Bích Vân; Nguyễn Kim Đức; Nguyễn Thị Tuyết Nhung,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Khai phá dữ liệu,khai pha du lieu,3,ueh_repository,UEH/63317,Trích xuất khía cạnh và khai phá ý kiến khách hàng trong lĩnh vực thương mại di động,22.78,low,partial_course_tokens_in_title,https://digital.lib.ueh.edu.vn/handle/UEH/63317,,,,,,2021,MASTER'S THESES,0,Bùi Minh Hiển,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Phân tích kinh doanh,phan tich kinh doanh,1,tiki_book,63822864,Phân tích kinh tế - kỹ thuật các dự án đầu tư xây dựng,52.51,medium,strong_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-phan-tich-kinh-te-ky-thuat-cac-du-an-dau-tu-xay-dung-p63822864.html?spid=111196672,194020,4.8,4,41,phân tích kỹ thuật,,,,,10.9518
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Phân tích kinh doanh,phan tich kinh doanh,2,tiki_book,165700244,Phân Tích Kinh Tế - Kỹ Thuật Các Dự Án Đầu Tư Xây Dựng ( Tặng Kèm Sổ Tay),52.51,medium,strong_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/phan-tich-kinh-te-ky-thuat-cac-du-an-dau-tu-xay-dung-tang-kem-so-tay-p165700244.html?spid=165700245,152600,0.0,0,19,phân tích kỹ thuật,,,,,2.9957
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Phân tích kinh doanh,phan tich kinh doanh,3,tiki_book,274654248,Cuốn Sách Phân Tích Kinh Tế: Nền Kinh Tế Chia Sẻ,48.28,medium,strong_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/cuon-sach-phan-tich-kinh-te-nen-kinh-te-chia-se-p274654248.html?spid=274654249,161150,0.0,0,1,tăng trưởng kinh tế,,,,,0.6931
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Phân tích kinh doanh,phan tich kinh doanh,1,ueh_repository,UEH/62840,"Phân tích kinh tế hiệu quả sản xuất lúa theo mô hình cánh đồng lớn tại huyện Châu Phú, tỉnh An Giang",55.36,medium,strong_course_tokens_in_title; strong_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/62840,,,,,,2021,MASTER'S THESES,0,Mai Phước Thịnh,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Phân tích kinh doanh,phan tich kinh doanh,2,ueh_repository,UEH/63138,Phân tích các nhân tố tác động đến hiệu quả kinh doanh của doanh nghiệp nhỏ và vừa trên địa bàn tỉnh Bến Tre,32.97,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63138,,,,,,2021,MASTER'S THESES,0,Nguyễn Thanh Tùng,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Phân tích kinh doanh,phan tich kinh doanh,3,ueh_repository,UEH/61335,Phân tích các yếu tố tuân thủ quy định pháp luật về kinh doanh phân bón của các cơ sở kinh doanh vật tư nông nghiệp trên địa bàn tỉnh Cà Mau,31.89,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/61335,,,,,,2019,MASTER'S THESES,0,Huỳnh Thanh Lam,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Quản trị cơ sở dữ liệu,quan tri co so du lieu,1,tiki_book,7164855,Cơ Sở Dữ Liệu Quan Hệ & Ứng Dụng,21.16,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-co-so-du-lieu-quan-he-ung-dung-p7164855.html?spid=188782912,68000,0.0,0,22,cơ sở dữ liệu; khoa học dữ liệu; sách khoa học dữ liệu,,,,,3.1355
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Quản trị cơ sở dữ liệu,quan tri co so du lieu,2,tiki_book,277269518,Giáo Trình Cơ Sở Dữ Liệu Quan Hệ - Lý Thuyết Và Áp Dụng,21.16,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/giao-trinh-co-so-du-lieu-quan-he-ly-thuyet-va-ap-dung-p277269518.html?spid=277269519,160000,0.0,0,8,cơ sở dữ liệu,,,,,2.1972
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Quản trị cơ sở dữ liệu,quan tri co so du lieu,3,tiki_book,279389296,Giáo Trình Cơ Sở Dữ Liệu Quan Hệ - Lý Thuyết Và Áp Dụng,21.16,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/giao-trinh-co-so-du-lieu-quan-he-ly-thuyet-va-ap-dung-p279389296.html?spid=279389297,152000,0.0,0,,cơ sở dữ liệu,,,,,0.0
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Quản trị cơ sở dữ liệu,quan tri co so du lieu,1,ueh_repository,UEH/62516,Ứng dụng Big Data và ai trong xây dựng và khai thác cơ sở dữ liệu quốc gia về giá bất động sản tại Việt Nam,10.31,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/62516,,,,,,2021,Book Series,0,Nguyễn Quỳnh Hoa; Huỳnh Kiều Tiên; Hay Sinh; Trần Bích Vân; Nguyễn Kim Đức; Nguyễn Thị Tuyết Nhung,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Quản trị cơ sở dữ liệu,quan tri co so du lieu,2,ueh_repository,UEH/63729,Nghiên cứu mối quan hệ giữa quản trị công ty và rủi ro tại các Ngân hàng Thương mại Cổ phần Việt Nam,5.76,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63729,,,,,,2022,MASTER'S THESES,0,Lương Kim Loan,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Quản trị cơ sở dữ liệu,quan tri co so du lieu,3,ueh_repository,UEH/63925,Ứng dụng công nghệ Data Lake trong quản lý và khai phá dữ liệu của ngân hàng,5.32,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63925,,,,,,2022,MASTER'S THESES,0,Phan Vũ Thành Phương,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Trực quan hóa dữ liệu,truc quan hoa du lieu,1,tiki_book,76013378,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),75.44,high,exact_course_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-storytelling-with-data-ke-chuyen-thong-qua-du-lieu-cuon-cam-nang-huong-dan-truc-quan-hoa-du-lieu-p76013378.html?spid=76013379,233900,5.0,1936,12836,cơ sở dữ liệu; data science; data analysis; data analytics; data engineering,,,,,25.8134
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Trực quan hóa dữ liệu,truc quan hoa du lieu,2,tiki_book,274561662,Excel Power Query Và Power Pivot Cơ Bản - Tự Động Hóa Dữ Liệu Báo Cáo,22.17,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/excel-power-query-va-power-pivot-co-ban-tu-dong-hoa-du-lieu-bao-cao-p274561662.html?spid=274561664,169200,4.5,2,20,Excel phân tích dữ liệu,,,,,9.1924
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Trực quan hóa dữ liệu,truc quan hoa du lieu,3,tiki_book,278649951,Data Analysis - Nghệ thuật phân tích & trình diễn biểu đồ dữ liệu,13.23,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-data-analysis-nghe-thuat-phan-tich-trinh-dien-bieu-do-du-lieu-p278649951.html?spid=278649952,253300,0.0,3,15,financial analysis; technical analysis; fundamental analysis; phân tích dữ liệu; data analysis; data analytics; data engineering; Excel phân tích dữ liệu,,,,,4.852
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Trực quan hóa dữ liệu,truc quan hoa du lieu,1,ueh_repository,UEH/63925,Ứng dụng công nghệ Data Lake trong quản lý và khai phá dữ liệu của ngân hàng,9.89,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63925,,,,,,2022,MASTER'S THESES,0,Phan Vũ Thành Phương,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Trực quan hóa dữ liệu,truc quan hoa du lieu,2,ueh_repository,UEH/62516,Ứng dụng Big Data và ai trong xây dựng và khai thác cơ sở dữ liệu quốc gia về giá bất động sản tại Việt Nam,8.91,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/62516,,,,,,2021,Book Series,0,Nguyễn Quỳnh Hoa; Huỳnh Kiều Tiên; Hay Sinh; Trần Bích Vân; Nguyễn Kim Đức; Nguyễn Thị Tuyết Nhung,
Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,Trực quan hóa dữ liệu,truc quan hoa du lieu,3,ueh_repository,UEH/62507,Cải cách pháp luật đáp ứng nhu cầu bảo vệ dữ liệu cá nhân trong chuyển đổi số,7.04,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/62507,,,,,,2021,Book Series,0,TS. Dương Kim Thế Nguyên; ThS. Huỳnh Thiên Tứ; ThS. Lê Thùy Khanh; ThS. Mai Nguyễn Dũng,
Hệ thống thông tin quản lý,he thong thong tin quan ly,An ninh thông tin quản lý,an ninh thong tin quan ly,1,tiki_book,278641815,Combo Quản Lý Công Nghệ Thông Tin Trong Y Tế + Hệ Thống Thông Tin Y Tế,26.61,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/combo-quan-ly-cong-nghe-thong-tin-trong-y-te-he-thong-thong-tin-y-te-p278641815.html?spid=278641829,738000,0.0,0,,công nghệ thông tin,,,,,0.0
Hệ thống thông tin quản lý,he thong thong tin quan ly,An ninh thông tin quản lý,an ninh thong tin quan ly,2,tiki_book,278682566,Quản lý Công nghệ Thông tin trong Y tế,25.82,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-quan-ly-cong-nghe-thong-tin-trong-y-te-p278682566.html?spid=278682567,223000,0.0,0,13,công nghệ thông tin; sách công nghệ thông tin,,,,,2.6391
Hệ thống thông tin quản lý,he thong thong tin quan ly,An ninh thông tin quản lý,an ninh thong tin quan ly,3,tiki_book,278641800,"Quản Lý Công Nghệ Thông Tin Trong Y Tế - Chiến Lược, Tầm Nhìn Và Kỹ Năng",25.82,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/quan-ly-cong-nghe-thong-tin-trong-y-te-chien-luoc-tam-nhin-va-ky-nang-p278641800.html?spid=278641819,270000,0.0,0,4,công nghệ thông tin,,,,,1.6094
Hệ thống thông tin quản lý,he thong thong tin quan ly,An ninh thông tin quản lý,an ninh thong tin quan ly,1,ueh_repository,UEH/62896,Quản lý nhà nước về ứng dụng công nghệ thông tin trên địa bàn tỉnh An Giang,27.11,medium,partial_course_tokens_in_title; strong_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/62896,,,,,,2021,MASTER'S THESES,0,Mai Châu Giang,
Hệ thống thông tin quản lý,he thong thong tin quan ly,An ninh thông tin quản lý,an ninh thong tin quan ly,2,ueh_repository,UEH/63472,Hoàn thiện hệ thống thông tin kế toán nhằm đáp ứng yêu cầu quản lý tại Trường Cao đẳng Nghề Thành phố Hồ Chí Minh,23.06,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63472,,,,,,2021,MASTER'S THESES,0,Bùi Ngọc Thanh Trang,
Hệ thống thông tin quản lý,he thong thong tin quan ly,An ninh thông tin quản lý,an ninh thong tin quan ly,3,ueh_repository,UEH/61612,Phân tích các nhân tố ảnh hưởng đến sự hài lòng của người sử dụng thông tin thống kê trên địa bàn tỉnh Bắc Ninh,20.26,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/61612,,,,,,2020,MASTER'S THESES,0,Trương Hồng Minh,
Hệ thống thông tin quản lý,he thong thong tin quan ly,Hệ thống thông tin quản lý,he thong thong tin quan ly,1,tiki_book,278641815,Combo Quản Lý Công Nghệ Thông Tin Trong Y Tế + Hệ Thống Thông Tin Y Tế,28.47,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/combo-quan-ly-cong-nghe-thong-tin-trong-y-te-he-thong-thong-tin-y-te-p278641815.html?spid=278641829,738000,0.0,0,,công nghệ thông tin,,,,,0.0
Hệ thống thông tin quản lý,he thong thong tin quan ly,Hệ thống thông tin quản lý,he thong thong tin quan ly,2,tiki_book,278632652,Hệ Thống Thông Tin Trong Y Tế,23.38,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-he-thong-thong-tin-trong-y-te-p278632652.html?spid=278632655,338000,0.0,0,16,công nghệ thông tin,,,,,2.8332
Hệ thống thông tin quản lý,he thong thong tin quan ly,Hệ thống thông tin quản lý,he thong thong tin quan ly,3,tiki_book,278703361,- Hệ Thống Thông Tin Y Tế,23.38,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-he-thong-thong-tin-y-te-p278703361.html?spid=278703362,390000,0.0,0,1,công nghệ thông tin,,,,,0.6931
Hệ thống thông tin quản lý,he thong thong tin quan ly,Hệ thống thông tin quản lý,he thong thong tin quan ly,1,ueh_repository,UEH/63472,Hoàn thiện hệ thống thông tin kế toán nhằm đáp ứng yêu cầu quản lý tại Trường Cao đẳng Nghề Thành phố Hồ Chí Minh,31.13,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63472,,,,,,2021,MASTER'S THESES,0,Bùi Ngọc Thanh Trang,
Hệ thống thông tin quản lý,he thong thong tin quan ly,Hệ thống thông tin quản lý,he thong thong tin quan ly,2,ueh_repository,UEH/63105,Hoàn thiện hệ thống thông tin kế toán tại Công ty TNHH MTV Dịch vụ Công ích Quận 4,26.94,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63105,,,,,,2021,MASTER'S THESES,0,Nguyễn Thái Bình,
Hệ thống thông tin quản lý,he thong thong tin quan ly,Hệ thống thông tin quản lý,he thong thong tin quan ly,3,ueh_repository,UEH/61354,Các nhân tố ảnh hưởng đến chất lượng hệ thống thông tin kế toán của các đơn vị sự nghiệp y tế công lập tại thành phố Hồ Chí Minh,26.9,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/61354,,,,,,2020,MASTER'S THESES,0,Nguyễn Thị Hằng,
Hệ thống thông tin quản lý,he thong thong tin quan ly,Kiểm toán hệ thống thông tin,kiem toan he thong thong tin,1,tiki_book,278641815,Combo Quản Lý Công Nghệ Thông Tin Trong Y Tế + Hệ Thống Thông Tin Y Tế,19.89,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/combo-quan-ly-cong-nghe-thong-tin-trong-y-te-he-thong-thong-tin-y-te-p278641815.html?spid=278641829,738000,0.0,0,,công nghệ thông tin,,,,,0.0
Hệ thống thông tin quản lý,he thong thong tin quan ly,Kiểm toán hệ thống thông tin,kiem toan he thong thong tin,2,tiki_book,278632652,Hệ Thống Thông Tin Trong Y Tế,13.54,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-he-thong-thong-tin-trong-y-te-p278632652.html?spid=278632655,338000,0.0,0,16,công nghệ thông tin,,,,,2.8332
Hệ thống thông tin quản lý,he thong thong tin quan ly,Kiểm toán hệ thống thông tin,kiem toan he thong thong tin,3,tiki_book,278703361,- Hệ Thống Thông Tin Y Tế,13.54,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-he-thong-thong-tin-y-te-p278703361.html?spid=278703362,390000,0.0,0,1,công nghệ thông tin,,,,,0.6931
Hệ thống thông tin quản lý,he thong thong tin quan ly,Kiểm toán hệ thống thông tin,kiem toan he thong thong tin,1,ueh_repository,UEH/63105,Hoàn thiện hệ thống thông tin kế toán tại Công ty TNHH MTV Dịch vụ Công ích Quận 4,13.11,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63105,,,,,,2021,MASTER'S THESES,0,Nguyễn Thái Bình,
Hệ thống thông tin quản lý,he thong thong tin quan ly,Kiểm toán hệ thống thông tin,kiem toan he thong thong tin,2,ueh_repository,UEH/63472,Hoàn thiện hệ thống thông tin kế toán nhằm đáp ứng yêu cầu quản lý tại Trường Cao đẳng Nghề Thành phố Hồ Chí Minh,12.76,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63472,,,,,,2021,MASTER'S THESES,0,Bùi Ngọc Thanh Trang,
Hệ thống thông tin quản lý,he thong thong tin quan ly,Kiểm toán hệ thống thông tin,kiem toan he thong thong tin,3,ueh_repository,UEH/61354,Các nhân tố ảnh hưởng đến chất lượng hệ thống thông tin kế toán của các đơn vị sự nghiệp y tế công lập tại thành phố Hồ Chí Minh,12.24,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/61354,,,,,,2020,MASTER'S THESES,0,Nguyễn Thị Hằng,
Hệ thống thông tin quản lý,he thong thong tin quan ly,Phân tích và thiết kế hệ thống,phan tich va thiet ke he thong,1,tiki_book,278159885,Thiết Kế Hệ Thống Học Máy,41.77,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-thiet-ke-he-thong-hoc-may-p278159885.html?spid=278159887,288750,5.0,19,312,thiết kế nghiên cứu,,,,,15.2398
Hệ thống thông tin quản lý,he thong thong tin quan ly,Phân tích và thiết kế hệ thống,phan tich va thiet ke he thong,2,tiki_book,270319661,Tính toán thiết kế hệ thống lạnh (tái bản năm 2025),41.77,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/tinh-toan-thiet-ke-he-thong-lanh-p270319661.html?spid=270319662,84000,5.0,2,9,chuẩn mực kế toán; thiết kế nghiên cứu,,,,,8.9505
Hệ thống thông tin quản lý,he thong thong tin quan ly,Phân tích và thiết kế hệ thống,phan tich va thiet ke he thong,3,tiki_book,278309820,Thiết Kế Hệ Thống Học Máy,41.77,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/thiet-ke-he-thong-hoc-may-p278309820.html?spid=278309821,375000,5.0,1,8,thiết kế nghiên cứu,,,,,8.2369
Hệ thống thông tin quản lý,he thong thong tin quan ly,Phân tích và thiết kế hệ thống,phan tich va thiet ke he thong,1,ueh_repository,UEH/63072,Phân tích các nhân tố ảnh hưởng đến mức độ hài lòng của đối tượng sử dụng thông tin thống kê tỉnh Long An,13.12,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/63072,,,,,,2021,MASTER'S THESES,0,Nguyễn Đức Ngoan,
Hệ thống thông tin quản lý,he thong thong tin quan ly,Phân tích và thiết kế hệ thống,phan tich va thiet ke he thong,2,ueh_repository,UEH/62528,Áp dụng của tư duy thiết kế vào chuyển đổi số: lý thuyết và bài học thực tiễn,13.09,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/62528,,,,,,2021,Book Series,0,TS. Cao Quốc Việt; ThS. Nguyễn Tấn Trung,
Hệ thống thông tin quản lý,he thong thong tin quan ly,Phân tích và thiết kế hệ thống,phan tich va thiet ke he thong,3,ueh_repository,UEH/61354,Các nhân tố ảnh hưởng đến chất lượng hệ thống thông tin kế toán của các đơn vị sự nghiệp y tế công lập tại thành phố Hồ Chí Minh,13.05,low,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://digital.lib.ueh.edu.vn/handle/UEH/61354,,,,,,2020,MASTER'S THESES,0,Nguyễn Thị Hằng,
Hệ thống thông tin quản lý,he thong thong tin quan ly,Quản trị dự án CNTT,quan tri du an cntt,1,tiki_book,279112556,- Quản Trị Dự Án dành cho Quản Lý Dự Án Không Chuyên - Project Management for the Unofficial Project Manager,36.3,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/sach-quan-tri-du-an-danh-cho-quan-ly-du-an-khong-chuyen-project-management-for-the-unofficial-project-manager-p279112556.html?spid=279112557,158400,5.0,1,2,operations management; human resource management; quản trị dự án; project management; management accounting; supply chain management; tourism management; hotel management; restaurant management,,,,,7.1383
Hệ thống thông tin quản lý,he thong thong tin quan ly,Quản trị dự án CNTT,quan tri du an cntt,2,tiki_book,275950622,Quản Trị Dự Án - Project Management QuickStart Guide,36.11,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/quan-tri-du-an-project-management-quickstart-guide-p275950622.html?spid=275950623,242200,5.0,1,12,operations management; human resource management; quản trị dự án; project management; management accounting; supply chain management; tourism management; hotel management; restaurant management; time management,,,,,8.6047
Hệ thống thông tin quản lý,he thong thong tin quan ly,Quản trị dự án CNTT,quan tri du an cntt,3,tiki_book,275852846,Quản Trị Dự Án (Project Management QuickStart Guide) - Chris Croft - PACE Books,36.11,medium,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,https://tiki.vn/quan-tri-du-an-project-management-quickstart-guide-chris-croft-pace-books-p275852846.html?spid=275922252,242250,0.0,0,9,operations management; human resource management; quản trị dự án; project management; management accounting; tourism management; hotel management; restaurant management,,,,,2.3026
