student_token,user_id,major
stu_7f79b4233015f61e,467,Quản trị kinh doanh
stu_7fa8e6052ce423b1,468,Công nghệ Tài chính
stu_8002dc46fb90561e,469,Công nghệ Tài chính
stu_802cc997b260f976,470,Công nghệ Tài chính
stu_803281bb59fb7644,471,Thị trường chứng khoán
stu_80684c137a8620b5,472,Kế toán doanh nghiệp
stu_80a275b580c68136,473,Kinh doanh thương mại
stu_80b1f1c46d84b602,474,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_80d134d11973800f,475,Kinh doanh thương mại
stu_80e79af732f78ea8,476,Ngân hàng
stu_80fa17707d978cff,477,Kinh doanh thương mại
stu_812d4cffadf6e037,478,Kế toán doanh nghiệp
stu_8280bfe28013ac02,479,Kinh tế đầu tư
stu_82dea91d33a7c134,480,Khoa học máy tính
stu_82e6fa20cb34c3a6,481,Kiến trúc và thiết kế đô thị thông minh
stu_8387d0a87e334133,482,Kinh tế đầu tư
stu_8391601d41851392,483,Công nghệ thông tin
stu_83b1f09b9b1c1e8e,484,Kinh doanh thương mại
stu_83c53e8c35f88a59,485,Kiến trúc và thiết kế đô thị thông minh
stu_83eef3902805e86b,486,Kinh doanh thương mại
stu_8533ccd90a395106,487,Công nghệ và đổi mới sáng tạo
stu_8561a5ec6ee5bdb8,488,Kế toán doanh nghiệp
stu_8570ebef7e65b7ee,489,Thị trường chứng khoán
stu_85c455a589d71e0b,490,Quản trị kinh doanh
stu_8602cb2e0dadce9b,491,Kinh tế đầu tư
stu_861027881db742b5,492,Công nghệ và đổi mới sáng tạo
stu_867554c334e37e9c,493,Kinh tế đầu tư
stu_8709c6cc07a9c325,494,Công nghệ nghệ thuật - ArtTech
stu_8747379452ac0659,495,Công nghệ Tài chính
stu_874baca17ee1990a,496,Ngân hàng
stu_878f85501502a47a,497,Kinh tế đầu tư
stu_87b56f0ed100fd98,498,Khoa học máy tính
stu_887e9c399f3eeac2,499,Công nghệ thông tin
stu_889b3e35188f9297,500,Kinh doanh thương mại
stu_88b35791aafc14a3,501,Marketing
stu_88cae935e3532882,502,Kinh doanh số
stu_895abbda34038376,503,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_898f21493bad2a29,504,Kinh doanh thương mại
stu_89bc7ab2efdc288d,505,Công nghệ và đổi mới sáng tạo
stu_8a2ab2ebd4dec5c3,506,Công nghệ và đổi mới sáng tạo
stu_8a4fe827963ee702,507,Thị trường chứng khoán
stu_8ad2b603b2d03997,508,Khoa học máy tính
stu_8b21f10a612d4bca,509,Công nghệ thông tin
stu_8b26e52a0b8bab6c,510,Quản lý công
stu_8b5540c9bfe73cb2,511,Ngân hàng
stu_8bb5e27d07db492c,512,Kinh tế đầu tư
stu_8c41312e109fed9f,513,Ngân hàng
stu_8c7b8b909c7f27a4,514,Công nghệ thông tin
stu_8ce9eea8146780d8,515,Quản lý công
stu_8d8c7e17f347c4e1,516,Thị trường chứng khoán
stu_8dd4fee6d04e9bd4,517,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_8e404c418428e3ae,518,Thị trường chứng khoán
stu_8eacb505c4ef2ff1,519,Kinh doanh số
stu_8ec7011c54371f04,520,Công nghệ nghệ thuật - ArtTech
stu_8ec72b502e9454fc,521,Marketing
stu_8eefb91075079d03,522,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_8f17cba4b24949a5,523,Quản lý công
stu_8f2ab94b07678def,524,Kinh tế đầu tư
stu_8f2cab88a6552082,525,Kế toán công
stu_906c11f6a96a5e8f,526,Công nghệ thông tin
stu_9073d95ec45e90ab,527,Công nghệ Tài chính
stu_910a679c8fcde81d,528,Kinh tế đầu tư
stu_9117e52beebb4151,529,Kế toán doanh nghiệp
stu_911d4f88a0241c57,530,Kế toán doanh nghiệp
stu_911fc1cc7197b3c5,531,Quản lý công
stu_9160bfa320bef3b8,532,Quản lý công
stu_91824d80b8f25d7e,533,Thị trường chứng khoán
stu_919fcd415c22cf10,534,Ngân hàng
stu_91a38fb38027c5ec,535,Ngân hàng
stu_91e3accd3c38570b,536,Quản trị kinh doanh
stu_920f28e00f5853f2,537,Quản trị kinh doanh
stu_92bd832b68341696,538,Kế toán doanh nghiệp
stu_92f7e95dfbdf94a0,539,Công nghệ Tài chính
stu_9310873e8dc0d0a8,540,Kinh doanh số
stu_9395998a1ee3e70e,541,Kinh doanh thương mại
stu_93af390de9f476a5,542,Kinh doanh số
stu_93b262f49a7dfb9d,543,Công nghệ Tài chính
stu_93cbda17b248ec9f,544,Kế toán công
stu_94e9981932515fff,545,Quản trị kinh doanh
stu_9523385c851ccbc0,546,Kế toán công
stu_95f50c9afecad0b8,547,Khoa học máy tính
stu_962ff4eb275f9754,548,Thị trường chứng khoán
stu_96408a7a7e64380f,549,Kế toán doanh nghiệp
stu_964339ab3ee5878e,550,Kế toán doanh nghiệp
stu_966766fc0c1a9ecb,551,Thị trường chứng khoán
stu_969c05ea31474044,552,Thị trường chứng khoán
stu_96c2408bad998516,553,Công nghệ và đổi mới sáng tạo
stu_96edca842d8dcd05,554,Công nghệ thông tin
stu_971af1c79eb50ca3,555,Kinh doanh thương mại
stu_97283db5e02db114,556,Kinh tế đầu tư
stu_973e12af57094dfe,557,Khoa học máy tính
stu_974414e259954fac,558,Khoa học máy tính
stu_97a092a922052db6,559,Công nghệ thông tin
stu_97cf4e6c8813307d,560,Công nghệ và đổi mới sáng tạo
stu_985438d6ec036dd8,561,Thị trường chứng khoán
stu_985f0eb5ea04df19,562,Quản lý công
stu_9863145f1a9881c5,563,Công nghệ và đổi mới sáng tạo
stu_98d77553f9c171f5,564,Marketing
stu_98ddc35b3863a82a,565,Kiến trúc và thiết kế đô thị thông minh
stu_994adc93ae8c89cd,566,Công nghệ nghệ thuật - ArtTech
stu_99a3e91b57c3cc31,567,Ngân hàng
stu_9b0f0d502c09bf82,568,Kinh doanh số
stu_9b63ef2b652134c3,569,Thị trường chứng khoán
stu_9be8d89c86a700c4,570,Kinh tế đầu tư
stu_9c3d566b0c22dcd0,571,Công nghệ nghệ thuật - ArtTech
stu_9cb39b58d739aef0,572,Thị trường chứng khoán
stu_9d3e1c86df58cf47,573,Kinh doanh thương mại
stu_9e85c0d06098e839,574,Kiến trúc và thiết kế đô thị thông minh
stu_9eaf5e73d04c387e,575,Công nghệ nghệ thuật - ArtTech
stu_a006a02066f967f8,576,Công nghệ nghệ thuật - ArtTech
stu_a010b7887bb70cf1,577,Quản lý công
stu_a024578eae19c22b,578,Công nghệ và đổi mới sáng tạo
stu_a04257ddb493d127,579,Kế toán công
stu_a04f4110c904c024,580,Quản trị kinh doanh
stu_a07b2ff0ed2a40d3,581,Công nghệ và đổi mới sáng tạo
stu_a0e4f7d57745af3d,582,Khoa học máy tính
stu_a1047e655f95e6b2,583,Công nghệ Tài chính
stu_a1839a40d039509c,584,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_a1c4bbd15896e4e1,585,Quản trị kinh doanh
stu_a2081ad9f7e2b92e,586,Marketing
stu_a221c7d2791d6f32,587,Khoa học máy tính
stu_a2256b595684f41b,588,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_a268a3cf9f999cc8,589,Kinh tế đầu tư
stu_a3872afda5d5a529,590,Công nghệ nghệ thuật - ArtTech
stu_a3a2305fe90af5de,591,Quản lý công
stu_a3c1efd9c8501096,592,Công nghệ nghệ thuật - ArtTech
stu_a3d5a066d671c04f,593,Kế toán công
stu_a424d6762e788c75,594,Thị trường chứng khoán
stu_a462f24969f8a84c,595,Kiến trúc và thiết kế đô thị thông minh
stu_a484be977847316f,596,Kiến trúc và thiết kế đô thị thông minh
stu_a4c2b4486056c4c9,597,Thị trường chứng khoán
stu_a4df50731c935826,598,Marketing
stu_a57e457b0dadbd71,599,Kinh doanh số
stu_a5acc58e004c7409,600,Kinh doanh số
stu_a5c5d3ae7a14f5c6,601,Công nghệ thông tin
stu_a6acdebd62240691,602,Kinh doanh thương mại
stu_a6be15ed867ca4e3,603,Kế toán công
stu_a73be1f345f848bf,604,Khoa học máy tính
stu_a76e2e6dc9fdaeb9,605,Kinh tế đầu tư
stu_a870e895d77f9715,606,Quản lý công
stu_a875139532c39251,607,Công nghệ nghệ thuật - ArtTech
stu_a8def983920db2d5,608,Công nghệ thông tin
stu_a99f2c8b2e56e639,609,Marketing
stu_aa0de929f59358fd,610,Ngân hàng
stu_aa509693a6913232,611,Marketing
stu_aa60d9ec57782cea,612,Công nghệ thông tin
stu_aa65711dc4dddd1d,613,Kinh doanh thương mại
stu_aaa04038e1f8315f,614,Kinh doanh thương mại
stu_ab2ad2ce196cb996,615,Khoa học máy tính
stu_abb4af5e564ad3b9,616,Kiến trúc và thiết kế đô thị thông minh
stu_abb9f5ee51a7fc80,617,Công nghệ nghệ thuật - ArtTech
stu_ac7f8b5b428f8bbb,618,Thị trường chứng khoán
stu_ad6666897ac2df89,619,Quản lý công
stu_ae81810debc5e014,620,Công nghệ thông tin
stu_aebbd95b7c455b96,621,Ngân hàng
stu_aece5c2935621a4d,622,Kinh doanh số
stu_aff328d7a26c07b1,623,Công nghệ thông tin
stu_b031bc096ddec00a,624,Marketing
stu_b04272cb8e0fdbd9,625,Marketing
stu_b0b8b6b479d805e7,626,Quản trị kinh doanh
stu_b0cc1375bf02c3ea,627,Kinh tế đầu tư
stu_b1480064e4477e0c,628,Quản lý công
stu_b1c822f7f49568d5,629,Kinh tế đầu tư
stu_b223ee205527d2ac,630,Quản trị kinh doanh
stu_b23574662c822b52,631,Quản lý công
stu_b252e6eda740f4d6,632,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_b2a2bf7629465f39,633,Kiến trúc và thiết kế đô thị thông minh
stu_b2bf6090355708c2,634,Thị trường chứng khoán
stu_b2ddc60e0a8453f8,635,Quản trị kinh doanh
stu_b3528709bd2025f4,636,Marketing
stu_b3f892e949dca056,637,Kế toán doanh nghiệp
stu_b40bee8f8413f30c,638,Công nghệ và đổi mới sáng tạo
stu_b436c8642227020c,639,Quản trị kinh doanh
stu_b48bff81764ebf1d,640,Ngân hàng
stu_b4a0274f5f1930e9,641,Quản trị kinh doanh
stu_b4c29f1825e57f0c,642,Công nghệ và đổi mới sáng tạo
stu_b4d8f8c3d01bae29,643,Quản trị kinh doanh
stu_b59bed0032d9fd66,644,Công nghệ và đổi mới sáng tạo
stu_b5a479f4fc60b614,645,Kế toán công
stu_b5b51ef5b82dc9cd,646,Kế toán công
stu_b60af57861d683a5,647,Kinh doanh thương mại
stu_b61da1620bbd005f,648,Công nghệ và đổi mới sáng tạo
stu_b62ed9929dcee08a,649,Quản trị kinh doanh
stu_b69ce8781a228080,650,Công nghệ Tài chính
stu_b6fd867e3d4fa626,651,Kế toán công
stu_b750251e08537d11,652,Công nghệ Tài chính
stu_b7d9e349e9e9d438,653,Kinh doanh số
stu_b82d1b973001c611,654,Khoa học máy tính
stu_b84e3dfe4d1a9f4b,655,Thị trường chứng khoán
stu_b8601982d0575c8f,656,Kiến trúc và thiết kế đô thị thông minh
stu_b861c4429ebba1c9,657,Ngân hàng
stu_b871d53047f1a2aa,658,Công nghệ nghệ thuật - ArtTech
stu_b8b80d6a2bcb8aba,659,Quản lý công
stu_b8f65c3169e9b63f,660,Marketing
stu_b94dac9ca4a79163,661,Thị trường chứng khoán
stu_b97a60bdfeec38c5,662,Công nghệ thông tin
stu_ba155a8934aee9a5,663,Thị trường chứng khoán
stu_ba1c556d0fe2a15b,664,Marketing
stu_ba1f9123c4fc4df6,665,Công nghệ Tài chính
stu_ba4cf3509d98f5e8,666,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_baad4fbb7c89dfa8,667,Công nghệ Tài chính
stu_bade3665369e993f,668,Kiến trúc và thiết kế đô thị thông minh
stu_bb19a4836f7581ff,669,Công nghệ Tài chính
stu_bb75985b5fb6c47e,670,Marketing
stu_bbd7daf4e1348958,671,Kinh doanh số
stu_bbf52c285d4f3194,672,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_bbf5d30306379485,673,Kinh doanh số
stu_bc470e49dd340f3f,674,Kinh tế đầu tư
stu_bc5c9bd751583984,675,Kiến trúc và thiết kế đô thị thông minh
stu_bc869195fb44d1c2,676,Kế toán doanh nghiệp
stu_bcb3452a61e86ef0,677,Kiến trúc và thiết kế đô thị thông minh
stu_bd6bcef36f5b33c5,678,Công nghệ và đổi mới sáng tạo
stu_bdb9043227dffa11,679,Kế toán doanh nghiệp
stu_be08ddb9e356bc1c,680,Kế toán công
stu_be34636b5d6799f5,681,Công nghệ và đổi mới sáng tạo
stu_be8698a912cf9f7d,682,Công nghệ thông tin
stu_bec549dd4828e421,683,Kinh tế đầu tư
stu_bf3c063af1e09e33,684,Công nghệ thông tin
stu_bf8f78332d6b7b32,685,Thị trường chứng khoán
stu_bfc71c05bb69beaa,686,Kinh tế đầu tư
stu_c04340d5673406c3,687,Công nghệ và đổi mới sáng tạo
stu_c0ba852a3057c48b,688,Khoa học máy tính
stu_c0c2937e4213ed0a,689,Công nghệ nghệ thuật - ArtTech
stu_c24c7586abd73add,690,Kế toán công
stu_c24e205f0b933cd5,691,Kiến trúc và thiết kế đô thị thông minh
stu_c27daa0bbdb58e2f,692,Marketing
stu_c291c6cc652110a0,693,Công nghệ và đổi mới sáng tạo
stu_c312e3fd4d3e00fe,694,Kinh tế đầu tư
stu_c3218ba78fceb325,695,Marketing
stu_c36a99b7a9de7d66,696,Khoa học máy tính
stu_c39fbfde1ba21fd4,697,Marketing
stu_c3bfe047ee8075cd,698,Quản lý công
stu_c3cd5b2b4ec8a371,699,Khoa học máy tính
stu_c3d7c2db9f3c3dbe,700,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_c407842cd02c1e1c,701,Quản lý công
stu_c4258628eef349e5,702,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_c462dea10b96752a,703,Quản trị kinh doanh
stu_c47fecf01a2a0a69,704,Kế toán doanh nghiệp
stu_c556dcccf2c099c0,705,Công nghệ và đổi mới sáng tạo
stu_c58497af4afce7df,706,Công nghệ Tài chính
stu_c5a6e8dcdf4656c3,707,Công nghệ nghệ thuật - ArtTech
stu_c5dbaa3a96f9a815,708,Quản lý công
stu_c63074ca2c9e6ff4,709,Quản trị kinh doanh
stu_c6cf50cd02b5af82,710,Công nghệ thông tin
stu_c6df96930d5bc7ac,711,Công nghệ và đổi mới sáng tạo
stu_c6e62ef21a2805fe,712,Quản lý công
stu_c732da2c5e5bcec4,713,Kế toán công
stu_c7507ed5203b5025,714,Công nghệ Tài chính
stu_c75d89599b4019a7,715,Kế toán doanh nghiệp
stu_c770a43cc26e0012,716,Công nghệ Tài chính
stu_c7a631645dd123ff,717,Công nghệ và đổi mới sáng tạo
stu_c7aa7be38bb77f7c,718,Kế toán công
stu_c7b1b3375b9b9517,719,Marketing
stu_c80561137661cb52,720,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_c87ac87f62de80d9,721,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_c8a5ea9785cff009,722,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_c8d8b0bd9c54e13c,723,Khoa học máy tính
stu_c8ed7be879f66d62,724,Kinh tế đầu tư
stu_c8f35f47fb59ca65,725,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_c968e934e231ec10,726,Kinh doanh số
stu_c9904b2b37becd21,727,Công nghệ Tài chính
stu_c9a300d325b178a0,728,Quản lý công
stu_c9f3f909caf2f0f9,729,Kế toán công
stu_ca012edec6eefdc1,730,Thị trường chứng khoán
stu_ca61d05ec83102dc,731,Thị trường chứng khoán
stu_ca7ccc71f3b0ed34,732,Thị trường chứng khoán
stu_cad988f99396e2cc,733,Khoa học máy tính
stu_cb1b3f6ac86e10a8,734,Kế toán công
stu_cb98dc089ef2628d,735,Kinh tế đầu tư
stu_cbcf979bc7792c61,736,Ngân hàng
stu_cbf7ffc2d04bac67,737,Công nghệ và đổi mới sáng tạo
stu_cbf9513fd0a124f2,738,Kinh tế đầu tư
stu_cc0ff3eb4bb24797,739,Quản lý công
stu_cc6ea6a144696d9f,740,Quản lý công
stu_ccfe8b97202423c8,741,Marketing
stu_cd25f33875bc1afe,742,Quản lý công
stu_cd43e409fff3bd01,743,Kế toán doanh nghiệp
stu_cd8a36f479676bd6,744,Kinh doanh số
stu_ce9008c61029ed22,745,Ngân hàng
stu_cecf62a81f190238,746,Kinh doanh thương mại
stu_cee6642082d25684,747,Công nghệ thông tin
stu_cf6421a9fe724bb0,748,Marketing
stu_cf7f4812b9608283,749,Ngân hàng
stu_cfd8bd7be1f9b405,750,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_cffb8dae2426fb9f,751,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_d069140fb26e386c,752,Quản lý công
stu_d06f9bd5f63d28ad,753,Công nghệ nghệ thuật - ArtTech
stu_d09c07dbee58e7ea,754,Marketing
stu_d167122f61861e3e,755,Kinh tế đầu tư
stu_d16e84418d2230dd,756,Kinh tế đầu tư
stu_d23e2621a68820d3,757,Công nghệ thông tin
stu_d26de74bb3f67425,758,Quản trị kinh doanh
stu_d278696d1b9ec8ed,759,Ngân hàng
stu_d303c4af0ca319fb,760,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_d343f60b5e9a587c,761,Ngân hàng
stu_d38a3682c9ac2d5a,762,Kế toán doanh nghiệp
stu_d3915ed00c0f10a4,763,Công nghệ thông tin
stu_d42dab8f8cc640db,764,Quản lý công
stu_d4822f7634809b1c,765,Công nghệ và đổi mới sáng tạo
stu_d482e123599a788a,766,Công nghệ Tài chính
stu_d4b64c4b07f3981f,767,Công nghệ nghệ thuật - ArtTech
stu_d4c7ce3be9f05ac0,768,Thị trường chứng khoán
stu_d4cde0abb468c9a9,769,Công nghệ thông tin
stu_d4d119bfac395968,770,Marketing
stu_d51ae4444125ee29,771,Thị trường chứng khoán
stu_d53124e80c5718f7,772,Công nghệ thông tin
stu_d5cadb9d06fa2ca8,773,Kế toán công
stu_d63e974b21e139b6,774,Quản trị kinh doanh
stu_d644bb6c0ddc2c5a,775,Quản trị kinh doanh
stu_d69980b3ef56adf6,776,Ngân hàng
stu_d6a0497e5e2c71ee,777,Kế toán công
stu_d6e6c8cf155d5f64,778,Kế toán doanh nghiệp
stu_d76a84fc8363f0c2,779,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_d7c75c2557e1860f,780,Quản lý công
stu_d7eba5121bd93cd3,781,Kinh tế đầu tư
stu_d7ee83d5c844fc10,782,Quản lý công
stu_d9585b7e982b631e,783,Công nghệ thông tin
stu_d96c503640e3aae3,784,Kinh doanh thương mại
stu_d9a0bb984c16d5e4,785,Khoa học máy tính
stu_d9d0d2bfc928a288,786,Kế toán doanh nghiệp
stu_d9d7bc061e1b4d5f,787,Marketing
stu_da34612da7ce8e40,788,Công nghệ và đổi mới sáng tạo
stu_da7098bad2f4ce74,789,Kế toán doanh nghiệp
stu_da98fe673461589b,790,Công nghệ Tài chính
stu_dab68898fc0f7cb7,791,Kế toán công
stu_db2ba2a735de7fa9,792,Kiến trúc và thiết kế đô thị thông minh
stu_db2fb888c0edbf0c,793,Kinh doanh số
stu_db30779760a397a3,794,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_db6be35040e9561d,795,Công nghệ nghệ thuật - ArtTech
stu_db83bc62f5ab68c7,796,Ngân hàng
stu_db84bbe051523307,797,Khoa học máy tính
stu_dba0881fafceb98c,798,Quản lý công
stu_dbbe5f3d9c98b061,799,Công nghệ thông tin
stu_dc99184f050b1807,800,Kinh tế đầu tư
stu_dcafdef845af6a8f,801,Công nghệ và đổi mới sáng tạo
stu_dcca5354912a0732,802,Khoa học máy tính
stu_dcdf50603c835772,803,Kinh tế đầu tư
stu_dcee7abb6562203f,804,Kiến trúc và thiết kế đô thị thông minh
stu_dd228c04a1496c71,805,Marketing
stu_dd3c3bf0d47e6728,806,Ngân hàng
stu_ddf59d3421f5f8c9,807,Marketing
stu_de26d2d9ff68cf68,808,Quản lý công
stu_de4d55b3ecb0b17b,809,Quản trị kinh doanh
stu_de6a7b8da271015a,810,Marketing
stu_def204a1d5d5fc0f,811,Ngân hàng
stu_df1e1e1db62bac6e,812,Công nghệ Tài chính
stu_df32ffcabc6bcf3f,813,Công nghệ Tài chính
stu_df36d8cc1a4a81bc,814,Marketing
stu_df6928a5d8108f5f,815,Thị trường chứng khoán
stu_df7e6f33b3814acc,816,Công nghệ thông tin
stu_df88b28964f08f7d,817,Kế toán doanh nghiệp
stu_df9c7d5068e3ac98,818,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_dfb2ff4200952aee,819,Kinh doanh thương mại
stu_dfe52f76e750bcfc,820,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_e0729deb40c65b66,821,Công nghệ thông tin
stu_e0a950aabd1181a5,822,Công nghệ nghệ thuật - ArtTech
stu_e0e758a34d59751b,823,Công nghệ nghệ thuật - ArtTech
stu_e100bf4739ff4efd,824,Quản lý công
stu_e127e8189c9dc7c0,825,Công nghệ thông tin
stu_e159e0b4f3ef9e51,826,Công nghệ nghệ thuật - ArtTech
stu_e17e6b42ef569576,827,Công nghệ nghệ thuật - ArtTech
stu_e1f97086edf52457,828,Kế toán công
stu_e20a318678451b2d,829,Quản lý công
stu_e3827bf7751ed5b3,830,Công nghệ thông tin
stu_e391d40e1a4aced6,831,Kinh doanh thương mại
stu_e3b629809cd64045,832,Marketing
stu_e41dbe547512b783,833,Marketing
stu_e4244310675a6427,834,Công nghệ Tài chính
stu_e4a783095128833e,835,Kế toán công
stu_e586cd103214d69b,836,Kiến trúc và thiết kế đô thị thông minh
stu_e5de4d9ee0bcb2fb,837,Marketing
stu_e5ff48cd62e8d899,838,Thị trường chứng khoán
stu_e606a17d1fe86979,839,Kinh tế đầu tư
stu_e6232037ac4c4c4a,840,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_e63722f06740100d,841,Công nghệ nghệ thuật - ArtTech
stu_e6801958d5bbdca5,842,Kinh doanh thương mại
stu_e69907bace6d9a63,843,Quản lý công
stu_e6cfa688467e072a,844,Khoa học máy tính
stu_e6e0ddd77906ffb5,845,Khoa học máy tính
stu_e6f418c2fc1c3f2d,846,Công nghệ và đổi mới sáng tạo
stu_e7252d50e0d27219,847,Công nghệ Tài chính
stu_e7a483eba8264648,848,Kinh doanh thương mại
stu_e7c87ef2b3626bfa,849,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_e7e6ca7afbddb865,850,Kế toán công
stu_e80744e50125a6e1,851,Công nghệ nghệ thuật - ArtTech
stu_e82f884f052e22aa,852,Kinh doanh số
stu_e8c6d85e5e46e1d2,853,Kế toán công
stu_e9253fd15a59531e,854,Marketing
stu_e957049e35f847d6,855,Quản lý công
stu_e9c4b99a17cab019,856,Khoa học máy tính
stu_e9ca8f215621cbde,857,Kế toán công
stu_e9d50edc64b29156,858,Khoa học máy tính
stu_e9d6cdebcd33fb61,859,Thị trường chứng khoán
stu_e9f0e77ee7c64423,860,Kinh doanh thương mại
stu_ea1713ca112b4010,861,Quản trị kinh doanh
stu_ea38686df7107d00,862,Quản trị kinh doanh
stu_eab9f894e80980f6,863,Quản lý công
stu_ead5cbb7b326ed22,864,Kinh tế đầu tư
stu_eb0854c1ac8eac53,865,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_eb2efffbb868c4ef,866,Thị trường chứng khoán
stu_ebb48ae541dc123c,867,Kinh doanh số
stu_ecda1134f617c04a,868,Kinh doanh số
stu_ed5965984b5e2758,869,Kiến trúc và thiết kế đô thị thông minh
stu_ed85beccbc9927be,870,Công nghệ và đổi mới sáng tạo
stu_edcb9b028df8c268,871,Quản lý công
stu_edf19eb01d73fb91,872,Kế toán công
stu_ee825b93e0525b3d,873,Kinh doanh số
stu_ee86262c37516cee,874,Marketing
stu_ee90103afceffbb1,875,Kế toán công
stu_efa75463a8abc96f,876,Công nghệ nghệ thuật - ArtTech
stu_f1250580ab9bd94f,877,Kế toán công
stu_f1b6c20bdddaee69,878,Thị trường chứng khoán
stu_f219c388dc429f57,879,Kinh tế đầu tư
stu_f286d3ea5f61177d,880,Quản trị kinh doanh
stu_f2903e334f47465b,881,Kinh doanh thương mại
stu_f2fdcaf145490300,882,Công nghệ Tài chính
stu_f36ff10b2d0404ca,883,Công nghệ và đổi mới sáng tạo
stu_f384158fe8a6d230,884,Marketing
stu_f3a036161b2b0f3b,885,Công nghệ thông tin
stu_f3aca1d7bdb69615,886,Thị trường chứng khoán
stu_f3ad546e670cf458,887,Kinh tế đầu tư
stu_f3b6235fbd9cd819,888,Công nghệ Tài chính
stu_f3c2d95680383fe7,889,Công nghệ và đổi mới sáng tạo
stu_f4d70133fa21fc23,890,Công nghệ thông tin
stu_f57f59704887f3c4,891,Kinh doanh thương mại
stu_f5ba26783bf235a6,892,Công nghệ Tài chính
stu_f624443562757701,893,Thị trường chứng khoán
stu_f6e2b46c799db11a,894,Công nghệ nghệ thuật - ArtTech
stu_f74f934c1dff5afb,895,Marketing
stu_f75df1873ec97e1a,896,Kế toán công
stu_f7621d15bcb4e907,897,Quản lý công
stu_f78006a3c8a7b1ff,898,Kinh doanh số
stu_f7cbe8c684e88e39,899,Thị trường chứng khoán
stu_f86d79b63e2ce697,900,Công nghệ nghệ thuật - ArtTech
stu_f89a5a54489d0632,901,Thị trường chứng khoán
stu_f8bf209a553ebd62,902,Kinh doanh số
stu_f8dc09c8703182d7,903,Kinh doanh thương mại
stu_f8e54938af35f6e7,904,Marketing
stu_f904a80772292663,905,Marketing
stu_f96a5c5262f50d17,906,Ngân hàng
stu_f9eccd5186ce5674,907,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_fa9a0fec6ef3683c,908,Công nghệ Tài chính
stu_fadb504f23c5008a,909,Công nghệ Tài chính
stu_fc15cd156440be1d,910,Marketing
stu_fc1d3dad4a9c17e6,911,Quản lý công
stu_fc215070ca9e383d,912,Kiến trúc và thiết kế đô thị thông minh
stu_fcfcbd8a874397e0,913,Kế toán doanh nghiệp
stu_fd350d32670a2300,914,Công nghệ thông tin
stu_fd5befb7c8a185a6,915,Kinh doanh thương mại
stu_fe39d5df54c3d085,916,Hệ thống hoạch định nguồn lực doanh nghiệp
stu_fe64cb71dafbba68,917,Kế toán doanh nghiệp
stu_ff1b0d3ae1b2a4d9,918,Quản trị kinh doanh
stu_ff32219f85476113,919,Thị trường chứng khoán
stu_ffbdd70a94e369fe,920,Công nghệ nghệ thuật - ArtTech
stu_ffd41d2204d51a01,921,Quản trị kinh doanh
stu_004191135ece3f93,922,Toán tài chính
stu_00a2a78a63f2c162,923,Đầu tư tài chính
stu_012da647bfb8d133,924,An toàn thông tin
stu_0162381fab53ca26,925,Khoa học dữ liệu
stu_01ad5644971613f3,926,An toàn thông tin
stu_020fdfaa5fa49d33,927,Logistics và Quản lý chuỗi cung ứng
stu_0210c548016ada21,928,Kinh doanh nông nghiệp
stu_025567b2c7534f7b,929,Kinh doanh nông nghiệp
stu_036c57ba185f3cdc,930,Logistics và Quản lý chuỗi cung ứng
stu_03d337a552253baf,931,Kỹ sư Robot và Trí tuệ nhân tạo
stu_03fdbb1b35bd520c,932,Logistics và Quản lý chuỗi cung ứng
stu_0410dbc9c742f686,933,Kỹ sư Robot và Trí tuệ nhân tạo
stu_0440ff9a482aadb5,934,Tài chính
stu_0491e3f3c104a224,935,Kinh doanh nông nghiệp
stu_04a9d6e971e1b953,936,Toán tài chính
stu_04cdb2a880fe6895,937,Logistics và Quản lý chuỗi cung ứng
stu_0574859aea5adc8f,938,Kinh doanh nông nghiệp
stu_061583aa4658264a,939,Kỹ sư Robot và Trí tuệ nhân tạo
stu_06b0496b50fedac7,940,An toàn thông tin
stu_06eb9bac0e9731f3,941,Công nghệ Marketing
